e_slash_star_pie,e_slash_star_lin,lambda_H_pie,lambda_H_lin,lambda_H_slash_star_pie,lambda_H_slash_star_lin,lambda_F_slash_star_pie,lambda_F_slash_star_lin,lambda_F_pie,lambda_F_lin,utility_H_with_delta_pie,utility_H_with_delta_lin,utility_F_with_delta_pie,utility_F_with_delta_lin,utility_H_without_delta_pie,utility_H_without_delta_lin,utility_F_without_delta_pie,utility_F_without_delta_lin,gamma_H_pie,gamma_H_lin,p_H_pie,p_H_lin,p_F_star_pie,p_F_star_lin,i_H_notional_pie,i_H_notional_lin,i_H_pie,i_H_lin,i_F_pie,i_F_lin,c_H_W_pie,c_H_W_lin,c_F_W_pie,c_F_W_lin,c_H_H_pie,c_H_H_lin,c_F_H_pie,c_F_H_lin,c_H_F_pie,c_H_F_lin,c_F_F_pie,c_F_F_lin,y_H_pie,y_H_lin,y_F_pie,y_F_lin,l_H_pie,l_H_lin,l_F_pie,l_F_lin,p_H_W_pie,p_H_W_lin,p_F_W_star_pie,p_F_W_star_lin,p_H_W_bar_pie,p_H_W_bar_lin,p_F_W_star_bar_pie,p_F_W_star_bar_lin,p_H_bar_pie,p_H_bar_lin,p_F_star_bar_pie,p_F_star_bar_lin,p_H_bar_y_H_pie,p_H_bar_y_H_lin,p_H_W_c_H_W_pie,p_H_W_c_H_W_lin,p_H_W_slash_p_H_pie,p_H_W_slash_p_H_lin,pi_H_pie,pi_H_lin,pi_F_star_pie,pi_F_star_lin,pi_H_W_pie,pi_H_W_lin,pi_F_W_star_pie,pi_F_W_star_lin,p_H_tilde_pie,p_H_tilde_lin,p_F_star_tilde_pie,p_F_star_tilde_lin,v_H_pie,v_H_lin,v_F_pie,v_F_lin,w_H_pie,w_H_lin,w_F_pie,w_F_lin,p_F_bar_pie,p_F_bar_lin,p_H_star_bar_pie,p_H_star_bar_lin,t_H_pie,t_H_lin,t_F_pie,t_F_lin,b_H_pie,b_H_lin,b_F_star_pie,b_F_star_lin,beta_H_pie,beta_H_lin,beta_F_pie,beta_F_lin,a_H_pie,a_H_lin,a_F_pie,a_F_lin,tau_H_pie,tau_H_lin,tau_F_pie,tau_F_lin,Delta_H_pie,Delta_H_lin,Delta_F_pie,Delta_F_lin
0.15589452,0.15589452,-0.15589452,-0.15589452,-8.6264329e-14,-8.6264329e-14,-8.7818641e-14,-8.7818641e-14,-0.15589452,-0.15589452,-0.00028624579,-0.00028624579,-5.0513964e-05,-5.0513964e-05,-0.00028624579,-0.00028624579,-5.0513964e-05,-5.0513964e-05,0,0,0.15623128,0.15623128,9.015011e-14,9.015011e-14,3.9573151e-05,3.9573151e-05,3.9573151e-05,3.9573151e-05,2.004473e-15,2.004473e-15,-0.00028624579,-0.00028624579,-5.0513964e-05,-5.0513964e-05,-0.00028624579,-0.00028624579,-5.0513964e-05,-5.0513964e-05,-6.3837824e-16,-6.3837824e-16,-2.220446e-15,-2.220446e-15,-0.00033675976,-0.00033675976,-2.8865799e-15,-2.8865799e-15,1.9984014e-15,1.9984014e-15,3.5527137e-15,3.5527137e-15,0.15618077,0.15618077,5.0513964e-05,5.0513964e-05,0.15618077,0.15618077,5.0513964e-05,5.0513964e-05,0.15623128,0.15623128,9.0816243e-14,9.0816243e-14,0.15589452,0.15589452,0.15589452,0.15589452,-5.0513964e-05,-5.0513964e-05,2.3723471e-05,2.3723471e-05,1.3322676e-15,1.3322676e-15,2.6382101e-05,2.6382101e-05,-2.6586297e-06,-2.6586297e-06,0.15623128,0.15623128,9.0816243e-14,9.0816243e-14,2.4997005,2.4997005,1.4497292e-12,1.4497292e-12,1.2498503,1.2498503,7.233103e-13,7.233103e-13,0.15589452,0.15589452,0.00033675976,0.00033675976,0.031178904,0.031178904,1.5487611e-14,1.5487611e-14,1.5258896e-14,1.5258896e-14,-1.3200941e-14,-1.3200941e-14,-2.220446e-16,-2.220446e-16,-2.220446e-16,-2.220446e-16,-0.00033675976,-0.00033675976,-6.7723605e-15,-6.7723605e-15,0,0,-1.9706459e-15,-1.9706459e-15,0,0,0,0
0.1559339,0.1559339,-0.1559339,-0.1559339,-8.726353e-14,-8.726353e-14,-8.8817842e-14,-8.8817842e-14,-0.1559339,-0.1559339,-0.0002719335,-0.0002719335,-4.7988265e-05,-4.7988265e-05,-0.0002719335,-0.0002719335,-4.7988265e-05,-4.7988265e-05,0,0,0.15625382,0.15625382,9.1260333e-14,9.1260333e-14,3.7594494e-05,3.7594494e-05,3.7594494e-05,3.7594494e-05,2.0053403e-15,2.0053403e-15,-0.0002719335,-0.0002719335,-4.7988265e-05,-4.7988265e-05,-0.0002719335,-0.0002719335,-4.7988265e-05,-4.7988265e-05,-6.3837824e-16,-6.3837824e-16,-2.220446e-15,-2.220446e-15,-0.00031992177,-0.00031992177,-2.8865799e-15,-2.8865799e-15,1.9984014e-15,1.9984014e-15,3.5527137e-15,3.5527137e-15,0.15620583,0.15620583,4.7988265e-05,4.7988265e-05,0.15620583,0.15620583,4.7988265e-05,4.7988265e-05,0.15625382,0.15625382,9.1926466e-14,9.1926466e-14,0.1559339,0.1559339,0.1559339,0.1559339,-4.7988265e-05,-4.7988265e-05,2.2537298e-05,2.2537298e-05,1.3322676e-15,1.3322676e-15,2.5062996e-05,2.5062996e-05,-2.5256982e-06,-2.5256982e-06,0.15625382,0.15625382,9.1926466e-14,9.1926466e-14,2.5000611,2.5000611,1.4668267e-12,1.4668267e-12,1.2500306,1.2500306,7.3197004e-13,7.3197004e-13,0.1559339,0.1559339,0.00031992177,0.00031992177,0.031186779,0.031186779,1.56819e-14,1.56819e-14,1.4804997e-14,1.4804997e-14,-1.2807823e-14,-1.2807823e-14,-2.220446e-16,-2.220446e-16,-2.220446e-16,-2.220446e-16,-0.00031992177,-0.00031992177,-6.7723605e-15,-6.7723605e-15,0,0,-1.9984014e-15,-1.9984014e-15,0,0,0,0
0.1559713,0.1559713,-0.1559713,-0.1559713,-8.8484775e-14,-8.8484775e-14,-8.9928065e-14,-8.9928065e-14,-0.1559713,-0.1559713,-0.00025833683,-0.00025833683,-4.5588852e-05,-4.5588852e-05,-0.00025833683,-0.00025833683,-4.5588852e-05,-4.5588852e-05,0,0,0.15627523,0.15627523,9.2370556e-14,9.2370556e-14,3.5714769e-05,3.5714769e-05,3.5714769e-05,3.5714769e-05,2.0062077e-15,2.0062077e-15,-0.00025833683,-0.00025833683,-4.5588852e-05,-4.5588852e-05,-0.00025833683,-0.00025833683,-4.5588852e-05,-4.5588852e-05,-6.3837824e-16,-6.3837824e-16,-2.220446e-15,-2.220446e-15,-0.00030392568,-0.00030392568,-2.8865799e-15,-2.8865799e-15,1.9984014e-15,1.9984014e-15,3.5527137e-15,3.5527137e-15,0.15622964,0.15622964,4.5588852e-05,4.5588852e-05,0.15622964,0.15622964,4.5588852e-05,4.5588852e-05,0.15627523,0.15627523,9.3036689e-14,9.3036689e-14,0.1559713,0.1559713,0.1559713,0.1559713,-4.5588852e-05,-4.5588852e-05,2.1410433e-05,2.1410433e-05,1.3322676e-15,1.3322676e-15,2.3809846e-05,2.3809846e-05,-2.3994133e-06,-2.3994133e-06,0.15627523,0.15627523,9.3036689e-14,9.3036689e-14,2.5004037,2.5004037,1.4839241e-12,1.4839241e-12,1.2502018,1.2502018,7.4051876e-13,7.4051876e-13,0.1559713,0.1559713,0.00030392568,0.00030392568,0.031194261,0.031194261,1.5903945e-14,1.5903945e-14,1.434676e-14,1.434676e-14,-1.2411e-14,-1.2411e-14,-2.220446e-16,-2.220446e-16,-2.220446e-16,-2.220446e-16,-0.00030392568,-0.00030392568,-6.7723605e-15,-6.7723605e-15,0,0,-1.9984014e-15,-1.9984014e-15,0,0,0,0
0.15600684,0.15600684,-0.15600684,-0.15600684,-8.9372953e-14,-8.9372953e-14,-9.0927266e-14,-9.0927266e-14,-0.15600684,-0.15600684,-0.00024541999,-0.00024541999,-4.3309409e-05,-4.3309409e-05,-0.00024541999,-0.00024541999,-4.3309409e-05,-4.3309409e-05,0,0,0.15629557,0.15629557,9.3480779e-14,9.3480779e-14,3.392903e-05,3.392903e-05,3.392903e-05,3.392903e-05,2.0070751e-15,2.0070751e-15,-0.00024541999,-0.00024541999,-4.3309409e-05,-4.3309409e-05,-0.00024541999,-0.00024541999,-4.3309409e-05,-4.3309409e-05,-6.3837824e-16,-6.3837824e-16,-2.220446e-15,-2.220446e-15,-0.0002887294,-0.0002887294,-2.8865799e-15,-2.8865799e-15,1.9984014e-15,1.9984014e-15,3.5527137e-15,3.5527137e-15,0.15625226,0.15625226,4.330941e-05,4.330941e-05,0.15625226,0.15625226,4.330941e-05,4.330941e-05,0.15629557,0.15629557,9.3924868e-14,9.3924868e-14,0.15600684,0.15600684,0.15600684,0.15600684,-4.3309409e-05,-4.3309409e-05,2.0339911e-05,2.0339911e-05,1.3322676e-15,1.3322676e-15,2.2619354e-05,2.2619354e-05,-2.2794426e-06,-2.2794426e-06,0.15629557,0.15629557,9.3924868e-14,9.3924868e-14,2.5007291,2.5007291,1.5011326e-12,1.5011326e-12,1.2503646,1.2503646,7.4906747e-13,7.4906747e-13,0.15600684,0.15600684,0.0002887294,0.0002887294,0.031201368,0.031201368,1.6125989e-14,1.6125989e-14,1.3884279e-14,1.3884279e-14,-1.2010551e-14,-1.2010551e-14,-2.220446e-16,-2.220446e-16,-2.220446e-16,-2.220446e-16,-0.0002887294,-0.0002887294,-6.7723605e-15,-6.7723605e-15,0,0,-1.9984014e-15,-1.9984014e-15,0,0,0,0
0.1560406,0.1560406,-0.1560406,-0.1560406,-9.0705221e-14,-9.0705221e-14,-9.2037489e-14,-9.2037489e-14,-0.1560406,-0.1560406,-0.00023314899,-0.00023314899,-4.1143939e-05,-4.1143939e-05,-0.00023314899,-0.00023314899,-4.1143939e-05,-4.1143939e-05,0,0,0.15631489,0.15631489,9.4591002e-14,9.4591002e-14,3.2232579e-05,3.2232579e-05,3.2232579e-05,3.2232579e-05,2.0088098e-15,2.0088098e-15,-0.00023314899,-0.00023314899,-4.1143939e-05,-4.1143939e-05,-0.00023314899,-0.00023314899,-4.1143939e-05,-4.1143939e-05,-6.3837824e-16,-6.3837824e-16,-2.220446e-15,-2.220446e-15,-0.00027429293,-0.00027429293,-2.8865799e-15,-2.8865799e-15,1.9984014e-15,1.9984014e-15,3.5527137e-15,3.5527137e-15,0.15627375,0.15627375,4.1143939e-05,4.1143939e-05,0.15627375,0.15627375,4.1143939e-05,4.1143939e-05,0.15631489,0.15631489,9.5035091e-14,9.5035091e-14,0.1560406,0.1560406,0.1560406,0.1560406,-4.1143939e-05,-4.1143939e-05,1.9322915e-05,1.9322915e-05,1.3322676e-15,1.3322676e-15,2.1488386e-05,2.1488386e-05,-2.1654705e-06,-2.1654705e-06,0.15631489,0.15631489,9.5035091e-14,9.5035091e-14,2.5010383,2.5010383,1.51823e-12,1.51823e-12,1.2505191,1.2505191,7.5761619e-13,7.5761619e-13,0.1560406,0.1560406,0.00027429293,0.00027429293,0.03120812,0.03120812,1.6320278e-14,1.6320278e-14,1.3417649e-14,1.3417649e-14,-1.1606555e-14,-1.1606555e-14,-2.220446e-16,-2.220446e-16,-2.220446e-16,-2.220446e-16,-0.00027429293,-0.00027429293,-6.8833828e-15,-6.8833828e-15,0,0,-1.9984014e-15,-1.9984014e-15,0,0,0,0
0.15607267,0.15607267,-0.15607267,-0.15607267,-9.1815444e-14,-9.1815444e-14,-9.3147712e-14,-9.3147712e-14,-0.15607267,-0.15607267,-0.00022149154,-0.00022149154,-3.9086742e-05,-3.9086742e-05,-0.00022149154,-0.00022149154,-3.9086742e-05,-3.9086742e-05,0,0,0.15633325,0.15633325,9.5701225e-14,9.5701225e-14,3.062095e-05,3.062095e-05,3.062095e-05,3.062095e-05,2.0096771e-15,2.0096771e-15,-0.00022149154,-0.00022149154,-3.9086742e-05,-3.9086742e-05,-0.00022149154,-0.00022149154,-3.9086742e-05,-3.9086742e-05,-6.3837824e-16,-6.3837824e-16,-2.220446e-15,-2.220446e-15,-0.00026057828,-0.00026057828,-2.8865799e-15,-2.8865799e-15,1.9984014e-15,1.9984014e-15,3.5527137e-15,3.5527137e-15,0.15629416,0.15629416,3.9086742e-05,3.9086742e-05,0.15629416,0.15629416,3.9086742e-05,3.9086742e-05,0.15633325,0.15633325,9.6145314e-14,9.6145314e-14,0.15607267,0.15607267,0.15607267,0.15607267,-3.9086742e-05,-3.9086742e-05,1.835677e-05,1.835677e-05,1.3322676e-15,1.3322676e-15,2.0413967e-05,2.0413967e-05,-2.0571969e-06,-2.0571969e-06,0.15633325,0.15633325,9.6145314e-14,9.6145314e-14,2.501332,2.501332,1.5354384e-12,1.5354384e-12,1.250666,1.250666,7.6616491e-13,7.6616491e-13,0.15607267,0.15607267,0.00026057828,0.00026057828,0.031214534,0.031214534,1.6542323e-14,1.6542323e-14,1.2946959e-14,1.2946959e-14,-1.1199088e-14,-1.1199088e-14,-2.220446e-16,-2.220446e-16,-2.220446e-16,-2.220446e-16,-0.00026057828,-0.00026057828,-6.8833828e-15,-6.8833828e-15,0,0,-1.9984014e-15,-1.9984014e-15,0,0,0,0
0.15610314,0.15610314,-0.15610314,-0.15610314,-9.2703623e-14,-9.2703623e-14,-9.4146912e-14,-9.4146912e-14,-0.15610314,-0.15610314,-0.00021041696,-0.00021041696,-3.7132405e-05,-3.7132405e-05,-0.00021041696,-0.00021041696,-3.7132405e-05,-3.7132405e-05,0,0,0.15635069,0.15635069,9.6589403e-14,9.6589403e-14,2.9089902e-05,2.9089902e-05,2.9089902e-05,2.9089902e-05,2.0105445e-15,2.0105445e-15,-0.00021041696,-0.00021041696,-3.7132405e-05,-3.7132405e-05,-0.00021041696,-0.00021041696,-3.7132405e-05,-3.7132405e-05,-6.3837824e-16,-6.3837824e-16,-2.220446e-15,-2.220446e-15,-0.00024754937,-0.00024754937,-2.8865799e-15,-2.8865799e-15,1.9984014e-15,1.9984014e-15,3.5527137e-15,3.5527137e-15,0.15631356,0.15631356,3.7132405e-05,3.7132405e-05,0.15631356,0.15631356,3.7132405e-05,3.7132405e-05,0.15635069,0.15635069,9.7255537e-14,9.7255537e-14,0.15610314,0.15610314,0.15610314,0.15610314,-3.7132405e-05,-3.7132405e-05,1.7438931e-05,1.7438931e-05,1.3322676e-15,1.3322676e-15,1.9393268e-05,1.9393268e-05,-1.9543371e-06,-1.9543371e-06,0.15635069,0.15635069,9.7255537e-14,9.7255537e-14,2.501611,2.501611,1.5525359e-12,1.5525359e-12,1.2508055,1.2508055,7.7482465e-13,7.7482465e-13,0.15610314,0.15610314,0.00024754937,0.00024754937,0.031220628,0.031220628,1.6764368e-14,1.6764368e-14,1.24723e-14,1.24723e-14,-1.0788225e-14,-1.0788225e-14,-2.220446e-16,-2.220446e-16,-2.220446e-16,-2.220446e-16,-0.00024754937,-0.00024754937,-6.8833828e-15,-6.8833828e-15,0,0,-1.9984014e-15,-1.9984014e-15,0,0,0,0
0.15613208,0.15613208,-0.15613208,-0.15613208,-9.3924868e-14,-9.3924868e-14,-9.5257136e-14,-9.5257136e-14,-0.15613208,-0.15613208,-0.00019989611,-0.00019989611,-3.5275785e-05,-3.5275785e-05,-0.00019989611,-0.00019989611,-3.5275785e-05,-3.5275785e-05,0,0,0.15636725,0.15636725,9.7699626e-14,9.7699626e-14,2.7635407e-05,2.7635407e-05,2.7635407e-05,2.7635407e-05,2.0114119e-15,2.0114119e-15,-0.00019989611,-0.00019989611,-3.5275785e-05,-3.5275785e-05,-0.00019989611,-0.00019989611,-3.5275785e-05,-3.5275785e-05,-6.3837824e-16,-6.3837824e-16,-2.220446e-15,-2.220446e-15,-0.0002351719,-0.0002351719,-2.8865799e-15,-2.8865799e-15,1.9984014e-15,1.9984014e-15,3.5527137e-15,3.5527137e-15,0.15633198,0.15633198,3.5275785e-05,3.5275785e-05,0.15633198,0.15633198,3.5275785e-05,3.5275785e-05,0.15636725,0.15636725,9.836576e-14,9.836576e-14,0.15613208,0.15613208,0.15613208,0.15613208,-3.5275785e-05,-3.5275785e-05,1.6566985e-05,1.6566985e-05,1.3322676e-15,1.3322676e-15,1.8423605e-05,1.8423605e-05,-1.8566202e-06,-1.8566202e-06,0.15636725,0.15636725,9.836576e-14,9.836576e-14,2.5018761,2.5018761,1.5697443e-12,1.5697443e-12,1.250938,1.250938,7.8337337e-13,7.8337337e-13,0.15613208,0.15613208,0.0002351719,0.0002351719,0.031226417,0.031226417,1.6986412e-14,1.6986412e-14,1.1993759e-14,1.1993759e-14,-1.0374039e-14,-1.0374039e-14,-2.220446e-16,-2.220446e-16,-2.220446e-16,-2.220446e-16,-0.0002351719,-0.0002351719,-6.8833828e-15,-6.8833828e-15,0,0,-1.9984014e-15,-1.9984014e-15,0,0,0,0
0.15615958,0.15615958,-0.15615958,-0.15615958,-9.5035091e-14,-9.5035091e-14,-9.6367359e-14,-9.6367359e-14,-0.15615958,-0.15615958,-0.00018990131,-0.00018990131,-3.3511995e-05,-3.3511995e-05,-0.00018990131,-0.00018990131,-3.3511995e-05,-3.3511995e-05,0,0,0.15638299,0.15638299,9.8809849e-14,9.8809849e-14,2.6253637e-05,2.6253637e-05,2.6253637e-05,2.6253637e-05,2.0122792e-15,2.0122792e-15,-0.00018990131,-0.00018990131,-3.3511995e-05,-3.3511995e-05,-0.00018990131,-0.00018990131,-3.3511995e-05,-3.3511995e-05,-6.3837824e-16,-6.3837824e-16,-2.220446e-15,-2.220446e-15,-0.0002234133,-0.0002234133,-2.9976022e-15,-2.9976022e-15,1.9984014e-15,1.9984014e-15,3.5527137e-15,3.5527137e-15,0.15634948,0.15634948,3.3511996e-05,3.3511996e-05,0.15634948,0.15634948,3.3511996e-05,3.3511996e-05,0.15638299,0.15638299,9.9475983e-14,9.9475983e-14,0.15615958,0.15615958,0.15615958,0.15615958,-3.3511995e-05,-3.3511995e-05,1.5738635e-05,1.5738635e-05,1.3322676e-15,1.3322676e-15,1.7502425e-05,1.7502425e-05,-1.7637892e-06,-1.7637892e-06,0.15638299,0.15638299,9.9475983e-14,9.9475983e-14,2.5021279,2.5021279,1.5869528e-12,1.5869528e-12,1.2510639,1.2510639,7.9203311e-13,7.9203311e-13,0.15615958,0.15615958,0.0002234133,0.0002234133,0.031231916,0.031231916,1.7180701e-14,1.7180701e-14,1.1511421e-14,1.1511421e-14,-9.9566024e-15,-9.9566024e-15,-2.220446e-16,-2.220446e-16,-2.220446e-16,-2.220446e-16,-0.0002234133,-0.0002234133,-6.8833828e-15,-6.8833828e-15,0,0,-1.9984014e-15,-1.9984014e-15,0,0,0,0
0.1561857,0.1561857,-0.1561857,-0.1561857,-9.5923269e-14,-9.5923269e-14,-9.7366559e-14,-9.7366559e-14,-0.1561857,-0.1561857,-0.00018040624,-0.00018040624,-3.1836396e-05,-3.1836396e-05,-0.00018040624,-0.00018040624,-3.1836396e-05,-3.1836396e-05,0,0,0.15639795,0.15639795,9.9920072e-14,9.9920072e-14,2.4940955e-05,2.4940955e-05,2.4940955e-05,2.4940955e-05,2.0131466e-15,2.0131466e-15,-0.00018040624,-0.00018040624,-3.1836396e-05,-3.1836396e-05,-0.00018040624,-0.00018040624,-3.1836396e-05,-3.1836396e-05,-6.3837824e-16,-6.3837824e-16,-2.220446e-15,-2.220446e-15,-0.00021224264,-0.00021224264,-2.9976022e-15,-2.9976022e-15,1.9984014e-15,1.9984014e-15,3.5527137e-15,3.5527137e-15,0.15636611,0.15636611,3.1836396e-05,3.1836396e-05,0.15636611,0.15636611,3.1836396e-05,3.1836396e-05,0.15639795,0.15639795,1.0036416e-13,1.0036416e-13,0.1561857,0.1561857,0.1561857,0.1561857,-3.1836396e-05,-3.1836396e-05,1.4951704e-05,1.4951704e-05,1.3322676e-15,1.3322676e-15,1.6627303e-05,1.6627303e-05,-1.6755998e-06,-1.6755998e-06,0.15639795,0.15639795,1.0036416e-13,1.0036416e-13,2.5023671,2.5023671,1.6041612e-12,1.6041612e-12,1.2511836,1.2511836,8.0058182e-13,8.0058182e-13,0.1561857,0.1561857,0.00021224264,0.00021224264,0.031237141,0.031237141,1.7402746e-14,1.7402746e-14,1.1025371e-14,1.1025371e-14,-9.535986e-15,-9.535986e-15,-2.220446e-16,-2.220446e-16,-2.220446e-16,-2.220446e-16,-0.00021224264,-0.00021224264,-6.8833828e-15,-6.8833828e-15,0,0,-1.9984014e-15,-1.9984014e-15,0,0,0,0
0.15621052,0.15621052,-0.15621052,-0.15621052,-9.7033492e-14,-9.7033492e-14,-9.8476782e-14,-9.8476782e-14,-0.15621052,-0.15621052,-0.00017138593,-0.00017138593,-3.0244576e-05,-3.0244576e-05,-0.00017138593,-0.00017138593,-3.0244576e-05,-3.0244576e-05,0,0,0.15641215,0.15641215,1.010303e-13,1.010303e-13,2.3693907e-05,2.3693907e-05,2.3693907e-05,2.3693907e-05,2.014014e-15,2.014014e-15,-0.00017138593,-0.00017138593,-3.0244576e-05,-3.0244576e-05,-0.00017138593,-0.00017138593,-3.0244576e-05,-3.0244576e-05,-6.3837824e-16,-6.3837824e-16,-2.220446e-15,-2.220446e-15,-0.00020163051,-0.00020163051,-2.9976022e-15,-2.9976022e-15,1.9984014e-15,1.9984014e-15,3.5527137e-15,3.5527137e-15,0.1563819,0.1563819,3.0244576e-05,3.0244576e-05,0.1563819,0.1563819,3.0244576e-05,3.0244576e-05,0.15641215,0.15641215,1.0147438e-13,1.0147438e-13,0.15621052,0.15621052,0.15621052,0.15621052,-3.0244576e-05,-3.0244576e-05,1.4204118e-05,1.4204118e-05,1.3322676e-15,1.3322676e-15,1.5795938e-05,1.5795938e-05,-1.5918198e-06,-1.5918198e-06,0.15641215,0.15641215,1.0147438e-13,1.0147438e-13,2.5025944,2.5025944,1.6213697e-12,1.6213697e-12,1.2512972,1.2512972,8.0924156e-13,8.0924156e-13,0.15621052,0.15621052,0.00020163051,0.00020163051,0.031242104,0.031242104,1.7624791e-14,1.7624791e-14,1.053569e-14,1.053569e-14,-9.1122589e-15,-9.1122589e-15,-2.220446e-16,-2.220446e-16,-2.220446e-16,-2.220446e-16,-0.00020163051,-0.00020163051,-6.8833828e-15,-6.8833828e-15,0,0,-1.9984014e-15,-1.9984014e-15,0,0,0,0
0.15623409,0.15623409,-0.15623409,-0.15623409,-9.8143715e-14,-9.8143715e-14,-9.9475983e-14,-9.9475983e-14,-0.15623409,-0.15623409,-0.00016281663,-0.00016281663,-2.8732347e-05,-2.8732347e-05,-0.00016281663,-0.00016281663,-2.8732347e-05,-2.8732347e-05,0,0,0.15642564,0.15642564,1.0214052e-13,1.0214052e-13,2.2509212e-05,2.2509212e-05,2.2509212e-05,2.2509212e-05,2.014014e-15,2.014014e-15,-0.00016281663,-0.00016281663,-2.8732347e-05,-2.8732347e-05,-0.00016281663,-0.00016281663,-2.8732347e-05,-2.8732347e-05,-6.3837824e-16,-6.3837824e-16,-2.220446e-15,-2.220446e-15,-0.00019154898,-0.00019154898,-2.9976022e-15,-2.9976022e-15,1.9984014e-15,1.9984014e-15,3.5527137e-15,3.5527137e-15,0.15639691,0.15639691,2.8732347e-05,2.8732347e-05,0.15639691,0.15639691,2.8732347e-05,2.8732347e-05,0.15642564,0.15642564,1.0258461e-13,1.0258461e-13,0.15623409,0.15623409,0.15623409,0.15623409,-2.8732347e-05,-2.8732347e-05,1.3493913e-05,1.3493913e-05,1.3322676e-15,1.3322676e-15,1.5006141e-05,1.5006141e-05,-1.5122288e-06,-1.5122288e-06,0.15642564,0.15642564,1.0258461e-13,1.0258461e-13,2.5028103,2.5028103,1.6385782e-12,1.6385782e-12,1.2514051,1.2514051,8.1779028e-13,8.1779028e-13,0.15623409,0.15623409,0.00019154898,0.00019154898,0.031246819,0.031246819,1.781908e-14,1.781908e-14,1.0042458e-14,1.0042458e-14,-8.6854887e-15,-8.6854887e-15,-2.220446e-16,-2.220446e-16,-2.220446e-16,-2.220446e-16,-0.00019154898,-0.00019154898,-6.8833828e-15,-6.8833828e-15,0,0,-1.9984014e-15,-1.9984014e-15,0,0,0,0
0.15625649,0.15625649,-0.15625649,-0.15625649,-9.9253938e-14,-9.9253938e-14,-1.0058621e-13,-1.0058621e-13,-0.15625649,-0.15625649,-0.0001546758,-0.0001546758,-2.729573e-05,-2.729573e-05,-0.0001546758,-0.0001546758,-2.729573e-05,-2.729573e-05,0,0,0.15643846,0.15643846,1.030287e-13,1.030287e-13,2.1383751e-05,2.1383751e-05,2.1383751e-05,2.1383751e-05,2.0148813e-15,2.0148813e-15,-0.0001546758,-0.0001546758,-2.729573e-05,-2.729573e-05,-0.0001546758,-0.0001546758,-2.729573e-05,-2.729573e-05,-6.3837824e-16,-6.3837824e-16,-2.220446e-15,-2.220446e-15,-0.00018197153,-0.00018197153,-2.9976022e-15,-2.9976022e-15,1.9984014e-15,1.9984014e-15,3.5527137e-15,3.5527137e-15,0.15641117,0.15641117,2.729573e-05,2.729573e-05,0.15641117,0.15641117,2.729573e-05,2.729573e-05,0.15643846,0.15643846,1.0369483e-13,1.0369483e-13,0.15625649,0.15625649,0.15625649,0.15625649,-2.729573e-05,-2.729573e-05,1.2819217e-05,1.2819217e-05,1.3322676e-15,1.3322676e-15,1.4255834e-05,1.4255834e-05,-1.4366174e-06,-1.4366174e-06,0.15643846,0.15643846,1.0369483e-13,1.0369483e-13,2.5030154,2.5030154,1.6557866e-12,1.6557866e-12,1.2515077,1.2515077,8.2645002e-13,8.2645002e-13,0.15625649,0.15625649,0.00018197153,0.00018197153,0.031251298,0.031251298,1.8041124e-14,1.8041124e-14,9.5457551e-15,9.5457551e-15,-8.2557419e-15,-8.2557419e-15,-2.220446e-16,-2.220446e-16,-2.220446e-16,-2.220446e-16,-0.00018197153,-0.00018197153,-6.8833828e-15,-6.8833828e-15,0,0,-1.9984014e-15,-1.9984014e-15,0,0,0,0
0.15627777,0.15627777,-0.15627777,-0.15627777,-1.0025314e-13,-1.0025314e-13,-1.0169643e-13,-1.0169643e-13,-0.15627777,-0.15627777,-0.00014694201,-0.00014694201,-2.5930943e-05,-2.5930943e-05,-0.00014694201,-0.00014694201,-2.5930943e-05,-2.5930943e-05,0,0,0.15645064,0.15645064,1.0413892e-13,1.0413892e-13,2.0314564e-05,2.0314564e-05,2.0314564e-05,2.0314564e-05,2.0157487e-15,2.0157487e-15,-0.00014694201,-0.00014694201,-2.5930943e-05,-2.5930943e-05,-0.00014694201,-0.00014694201,-2.5930943e-05,-2.5930943e-05,-6.3837824e-16,-6.3837824e-16,-2.220446e-15,-2.220446e-15,-0.00017287296,-0.00017287296,-2.9976022e-15,-2.9976022e-15,1.9984014e-15,1.9984014e-15,3.5527137e-15,3.5527137e-15,0.15642471,0.15642471,2.5930943e-05,2.5930943e-05,0.15642471,0.15642471,2.5930943e-05,2.5930943e-05,0.15645064,0.15645064,1.0480505e-13,1.0480505e-13,0.15627777,0.15627777,0.15627777,0.15627777,-2.5930943e-05,-2.5930943e-05,1.2178256e-05,1.2178256e-05,1.3322676e-15,1.3322676e-15,1.3543043e-05,1.3543043e-05,-1.3647865e-06,-1.3647865e-06,0.15645064,0.15645064,1.0480505e-13,1.0480505e-13,2.5032103,2.5032103,1.6729951e-12,1.6729951e-12,1.2516051,1.2516051,8.3499874e-13,8.3499874e-13,0.15627777,0.15627777,0.00017287296,0.00017287296,0.031255554,0.031255554,1.8263169e-14,1.8263169e-14,9.0456576e-15,9.0456576e-15,-7.8230835e-15,-7.8230835e-15,-2.220446e-16,-2.220446e-16,-2.220446e-16,-2.220446e-16,-0.00017287296,-0.00017287296,-6.8833828e-15,-6.8833828e-15,0,0,-1.9984014e-15,-1.9984014e-15,0,0,0,0
