e_slash_star_pie,e_slash_star_lin,lambda_H_pie,lambda_H_lin,lambda_H_slash_star_pie,lambda_H_slash_star_lin,lambda_F_slash_star_pie,lambda_F_slash_star_lin,lambda_F_pie,lambda_F_lin,utility_H_with_delta_pie,utility_H_with_delta_lin,utility_F_with_delta_pie,utility_F_with_delta_lin,utility_H_without_delta_pie,utility_H_without_delta_lin,utility_F_without_delta_pie,utility_F_without_delta_lin,p_H_pie,p_H_lin,p_F_star_pie,p_F_star_lin,i_H_notional_pie,i_H_notional_lin,i_H_pie,i_H_lin,i_F_pie,i_F_lin,c_H_W_pie,c_H_W_lin,c_F_W_pie,c_F_W_lin,c_H_H_pie,c_H_H_lin,c_F_H_pie,c_F_H_lin,c_H_F_pie,c_H_F_lin,c_F_F_pie,c_F_F_lin,y_H_pie,y_H_lin,y_F_pie,y_F_lin,l_H_pie,l_H_lin,l_F_pie,l_F_lin,p_H_W_pie,p_H_W_lin,p_F_W_star_pie,p_F_W_star_lin,p_H_W_bar_pie,p_H_W_bar_lin,p_F_W_star_bar_pie,p_F_W_star_bar_lin,p_H_bar_pie,p_H_bar_lin,p_F_star_bar_pie,p_F_star_bar_lin,p_H_bar_y_H_pie,p_H_bar_y_H_lin,p_H_W_c_H_W_pie,p_H_W_c_H_W_lin,p_H_W_slash_p_H_pie,p_H_W_slash_p_H_lin,pi_H_pie,pi_H_lin,pi_F_star_pie,pi_F_star_lin,pi_H_W_pie,pi_H_W_lin,pi_F_W_star_pie,pi_F_W_star_lin,p_H_tilde_pie,p_H_tilde_lin,p_F_star_tilde_pie,p_F_star_tilde_lin,v_H_pie,v_H_lin,v_F_pie,v_F_lin,w_H_pie,w_H_lin,w_F_pie,w_F_lin,p_F_bar_pie,p_F_bar_lin,p_H_star_bar_pie,p_H_star_bar_lin,t_H_pie,t_H_lin,t_F_pie,t_F_lin,b_H_pie,b_H_lin,b_F_star_pie,b_F_star_lin,beta_H_pie,beta_H_lin,beta_F_pie,beta_F_lin,a_H_pie,a_H_lin,a_F_pie,a_F_lin,tau_H_pie,tau_H_lin,tau_F_pie,tau_F_lin,Delta_H_pie,Delta_H_lin,Delta_F_pie,Delta_F_lin
-0.0037014062,-0.0037014062,0.0037014062,0.0037014062,-3.8250653e-16,-3.8250653e-16,-5.5868115e-16,-5.5868115e-16,0.0037014062,0.0037014062,-0.0043912015,-0.0043912015,-0.00059024338,-0.00059024338,-0.0043908207,-0.0043908207,-0.00059024338,-0.00059024338,0.00023354962,0.00023354962,2.9739023e-16,2.9739023e-16,0.0001983678,0.0001983678,0.0001983678,0.0001983678,-1.5409883e-17,-1.5409883e-17,-0.0033447125,-0.0033447125,-0.00059024338,-0.00059024338,-0.0033447125,-0.0033447125,-0.00059024338,-0.00059024338,9.7272075e-18,9.7272075e-18,2.2235825e-16,2.2235825e-16,-0.0039349559,-0.0039349559,2.3392893e-16,2.3392893e-16,0.0014383987,0.0014383987,-1.8661162e-17,-1.8661162e-17,-0.00035669376,-0.00035669376,0.00059024338,0.00059024338,-0.00035669376,-0.00035669376,0.00059024338,0.00059024338,0.00023354962,0.00023354962,3.0562967e-16,3.0562967e-16,-0.0037014062,-0.0037014062,-0.0037014062,-0.0037014062,-0.00059024338,-0.00059024338,6.6122599e-07,6.6122599e-07,-3.5000455e-18,-3.5000455e-18,3.1726667e-05,3.1726667e-05,-3.1065441e-05,-3.1065441e-05,0.000299011,0.000299011,3.002704e-16,3.002704e-16,0.29285529,0.29285529,1.7524104e-14,1.7524104e-14,0.13013376,0.13013376,7.8962917e-15,7.8962917e-15,-0.0037014062,-0.0037014062,0.0039349559,0.0039349559,-0.00074028125,-0.00074028125,2.1267017e-16,2.1267017e-16,1.7854898e-14,1.7854898e-14,-1.7921232e-14,-1.7921232e-14,2.1679819e-18,2.1679819e-18,-3.6379402e-17,-3.6379402e-17,-0.0053733546,-0.0053733546,2.0537893e-16,2.0537893e-16,-3.3411517e-17,-3.3411517e-17,1.0640323e-16,1.0640323e-16,5.2361017e-07,5.2361017e-07,5.5620419e-34,5.5620419e-34
-0.0035040303,-0.0035040303,0.0035040303,0.0035040303,-3.898791e-16,-3.898791e-16,-5.4956124e-16,-5.4956124e-16,0.0035040303,0.0035040303,-0.0041716568,-0.0041716568,-0.00056073121,-0.00056073121,-0.0041712796,-0.0041712796,-0.00056073121,-0.00056073121,0.00023417779,0.00023417779,2.9157764e-16,2.9157764e-16,0.00018844941,0.00018844941,0.00018844941,0.00018844941,-1.5708146e-17,-1.5708146e-17,-0.0031774769,-0.0031774769,-0.00056073121,-0.00056073121,-0.0031774769,-0.0031774769,-0.00056073121,-0.00056073121,1.1675387e-17,1.1675387e-17,2.1953242e-16,2.1953242e-16,-0.0037382081,-0.0037382081,2.3305652e-16,2.3305652e-16,0.0013664788,0.0013664788,-1.8151486e-17,-1.8151486e-17,-0.00032655342,-0.00032655342,0.00056073121,0.00056073121,-0.00032655342,-0.00032655342,0.00056073121,0.00056073121,0.00023417779,0.00023417779,2.9986006e-16,2.9986006e-16,-0.0035040303,-0.0035040303,-0.0035040303,-0.0035040303,-0.00056073121,-0.00056073121,6.2816469e-07,6.2816469e-07,-3.7268465e-18,-3.7268465e-18,3.0140334e-05,3.0140334e-05,-2.9512169e-05,-2.9512169e-05,0.00029636609,0.00029636609,2.9383785e-16,2.9383785e-16,0.29138245,0.29138245,1.7137675e-14,1.7137675e-14,0.13021203,0.13021203,7.7147774e-15,7.7147774e-15,-0.0035040303,-0.0035040303,0.0037382081,0.0037382081,-0.00070080606,-0.00070080606,2.0972022e-16,2.0972022e-16,1.8015722e-14,1.8015722e-14,-1.8079072e-14,-1.8079072e-14,2.1285195e-18,2.1285195e-18,-3.609879e-17,-3.609879e-17,-0.0051046869,-0.0051046869,2.0370669e-16,2.0370669e-16,-3.3012902e-17,-3.3012902e-17,1.0479038e-16,1.0479038e-16,5.1858892e-07,5.1858892e-07,6.4632799e-34,6.4632799e-34
-0.0033165231,-0.0033165231,0.0033165231,0.0033165231,-3.9595063e-16,-3.9595063e-16,-5.4037086e-16,-5.4037086e-16,0.0033165231,0.0033165231,-0.0039630892,-0.0039630892,-0.00053269465,-0.00053269465,-0.0039627156,-0.0039627156,-0.00053269465,-0.00053269465,0.00023477455,0.00023477455,2.8559577e-16,2.8559577e-16,0.00017902694,0.00017902694,0.00017902694,0.00017902694,-1.5988384e-17,-1.5988384e-17,-0.003018603,-0.003018603,-0.00053269465,-0.00053269465,-0.003018603,-0.003018603,-0.00053269465,-0.00053269465,1.3560002e-17,1.3560002e-17,2.167913e-16,2.167913e-16,-0.0035512977,-0.0035512977,2.3220499e-16,2.3220499e-16,0.0012981549,0.0012981549,-1.7638111e-17,-1.7638111e-17,-0.00029792011,-0.00029792011,0.00053269465,0.00053269465,-0.00029792011,-0.00029792011,0.00053269465,0.00053269465,0.00023477455,0.00023477455,2.9391903e-16,2.9391903e-16,-0.0033165231,-0.0033165231,-0.0033165231,-0.0033165231,-0.00053269465,-0.00053269465,5.9675646e-07,5.9675646e-07,-3.9402335e-18,-3.9402335e-18,2.8633317e-05,2.8633317e-05,-2.8036561e-05,-2.8036561e-05,0.00029385343,0.00029385343,2.8727325e-16,2.8727325e-16,0.28998325,0.28998325,1.6742107e-14,1.6742107e-14,0.13028639,0.13028639,7.5281965e-15,7.5281965e-15,-0.0033165231,-0.0033165231,0.0035512977,0.0035512977,-0.00066330462,-0.00066330462,2.0681211e-16,2.0681211e-16,1.8174681e-14,1.8174681e-14,-1.8235158e-14,-1.8235158e-14,2.0891521e-18,2.0891521e-18,-3.583038e-17,-3.583038e-17,-0.0048494525,-0.0048494525,2.0206613e-16,2.0206613e-16,-3.2631865e-17,-3.2631865e-17,1.0324905e-16,1.0324905e-16,5.1359694e-07,5.1359694e-07,7.4091575e-34,7.4091575e-34
-0.0031383913,-0.0031383913,0.0031383913,0.0031383913,-4.0202217e-16,-4.0202217e-16,-5.3111846e-16,-5.3111846e-16,0.0031383913,0.0031383913,-0.0037649498,-0.0037649498,-0.00050605992,-0.00050605992,-0.0037645799,-0.0037645799,-0.00050605992,-0.00050605992,0.00023534146,0.00023534146,2.7945517e-16,2.7945517e-16,0.00017007559,0.00017007559,0.00017007559,0.00017007559,-1.6251517e-17,-1.6251517e-17,-0.0028676729,-0.0028676729,-0.00050605992,-0.00050605992,-0.0028676729,-0.0028676729,-0.00050605992,-0.00050605992,1.5384101e-17,1.5384101e-17,2.1413308e-16,2.1413308e-16,-0.0033737328,-0.0033737328,2.313756e-16,2.313756e-16,0.0012332471,0.0012332471,-1.7121504e-17,-1.7121504e-17,-0.00027071845,-0.00027071845,0.00050605992,0.00050605992,-0.00027071845,-0.00027071845,0.00050605992,0.00050605992,0.00023534146,0.00023534146,2.8781721e-16,2.8781721e-16,-0.0031383913,-0.0031383913,-0.0031383913,-0.0031383913,-0.00050605992,-0.00050605992,5.6691863e-07,5.6691863e-07,-4.1408889e-18,-4.1408889e-18,2.7201651e-05,2.7201651e-05,-2.6634733e-05,-2.6634733e-05,0.00029146641,0.00029146641,2.8058523e-16,2.8058523e-16,0.28865401,0.28865401,1.6337979e-14,1.6337979e-14,0.13035704,0.13035704,7.3368587e-15,7.3368587e-15,-0.0031383913,-0.0031383913,0.0033737328,0.0033737328,-0.00062767826,-0.00062767826,2.0394554e-16,2.0394554e-16,1.8331856e-14,1.8331856e-14,-1.838957e-14,-1.838957e-14,2.0499181e-18,2.0499181e-18,-3.5573744e-17,-3.5573744e-17,-0.0046069799,-0.0046069799,2.0045827e-16,2.0045827e-16,-3.2267763e-17,-3.2267763e-17,1.0177656e-16,1.0177656e-16,5.0863597e-07,5.0863597e-07,8.3861167e-34,8.3861167e-34
-0.0029691661,-0.0029691661,0.0029691661,0.0029691661,-4.080937e-16,-4.080937e-16,-5.2181187e-16,-5.2181187e-16,0.0029691661,0.0029691661,-0.0035767172,-0.0035767172,-0.00048075692,-0.00048075692,-0.0035763509,-0.0035763509,-0.00048075692,-0.00048075692,0.00023588004,0.00023588004,2.731658e-16,2.731658e-16,0.00016157181,0.00016157181,0.00016157181,0.00016157181,-1.6498431e-17,-1.6498431e-17,-0.0027242892,-0.0027242892,-0.00048075692,-0.00048075692,-0.0027242892,-0.0027242892,-0.00048075692,-0.00048075692,1.7150589e-17,1.7150589e-17,2.1155592e-16,2.1155592e-16,-0.0032050461,-0.0032050461,2.3056941e-16,2.3056941e-16,0.0011715848,0.0011715848,-1.6602128e-17,-1.6602128e-17,-0.00024487689,-0.00024487689,0.00048075692,0.00048075692,-0.00024487689,-0.00024487689,0.00048075692,0.00048075692,0.00023588004,0.00023588004,2.8156468e-16,2.8156468e-16,-0.0029691661,-0.0029691661,-0.0029691661,-0.0029691661,-0.00048075692,-0.00048075692,5.385727e-07,5.385727e-07,-4.3294692e-18,-4.3294692e-18,2.5841569e-05,2.5841569e-05,-2.5302996e-05,-2.5302996e-05,0.00028919873,0.00028919873,2.7378195e-16,2.7378195e-16,0.28739123,0.28739123,1.5925837e-14,1.5925837e-14,0.13042414,0.13042414,7.1410577e-15,7.1410577e-15,-0.0029691661,-0.0029691661,0.0032050461,0.0032050461,-0.00059383322,-0.00059383322,2.0112009e-16,2.0112009e-16,1.8487324e-14,1.8487324e-14,-1.854238e-14,-1.854238e-14,2.0108531e-18,2.0108531e-18,-3.5328458e-17,-3.5328458e-17,-0.0043766309,-0.0043766309,1.9888394e-16,1.9888394e-16,-3.1919961e-17,-3.1919961e-17,1.0037031e-16,1.0037031e-16,5.0370755e-07,5.0370755e-07,9.3823977e-34,9.3823977e-34
-0.0028084022,-0.0028084022,0.0028084022,0.0028084022,-4.1329787e-16,-4.1329787e-16,-5.1245835e-16,-5.1245835e-16,0.0028084022,0.0028084022,-0.0033978961,-0.0033978961,-0.00045671908,-0.00045671908,-0.0033975333,-0.0033975333,-0.00045671908,-0.00045671908,0.00023639168,0.00023639168,2.6673712e-16,2.6673712e-16,0.00015349322,0.00015349322,0.00015349322,0.00015349322,-1.6729974e-17,-1.6729974e-17,-0.0025880748,-0.0025880748,-0.00045671908,-0.00045671908,-0.0025880748,-0.0025880748,-0.00045671908,-0.00045671908,1.8862232e-17,1.8862232e-17,2.090579e-16,2.090579e-16,-0.0030447938,-0.0030447938,2.297873e-16,2.297873e-16,0.0011130055,0.0011130055,-1.6080437e-17,-1.6080437e-17,-0.0002203274,-0.0002203274,0.00045671908,0.00045671908,-0.0002203274,-0.0002203274,0.00045671908,0.00045671908,0.00023639168,0.00023639168,2.7517101e-16,2.7517101e-16,-0.0028084022,-0.0028084022,-0.0028084022,-0.0028084022,-0.00045671908,-0.00045671908,5.1164407e-07,5.1164407e-07,-4.5066048e-18,-4.5066048e-18,2.454949e-05,2.454949e-05,-2.4037846e-05,-2.4037846e-05,0.00028704444,0.00028704444,2.668711e-16,2.668711e-16,0.28619159,0.28619159,1.5506198e-14,1.5506198e-14,0.1304879,0.1304879,6.9410717e-15,6.9410717e-15,-0.0028084022,-0.0028084022,0.0030447938,0.0030447938,-0.00056168043,-0.00056168043,1.9833525e-16,1.9833525e-16,1.8641161e-14,1.8641161e-14,-1.869366e-14,-1.869366e-14,1.9719899e-18,1.9719899e-18,-3.5094102e-17,-3.5094102e-17,-0.0041577994,-0.0041577994,1.973438e-16,1.973438e-16,-3.1587835e-17,-3.1587835e-17,9.9027716e-17,9.9027716e-17,4.9881301e-07,4.9881301e-07,1.0387864e-33,1.0387864e-33
-0.0026556764,-0.0026556764,0.0026556764,0.0026556764,-4.1806836e-16,-4.1806836e-16,-5.0306458e-16,-5.0306458e-16,0.0026556764,0.0026556764,-0.0032280159,-0.0032280159,-0.00043388312,-0.00043388312,-0.0032276567,-0.0032276567,-0.00043388312,-0.00043388312,0.00023687774,0.00023687774,2.6017808e-16,2.6017808e-16,0.00014581856,0.00014581856,0.00014581856,0.00014581856,-1.6946966e-17,-1.6946966e-17,-0.002458671,-0.002458671,-0.00043388312,-0.00043388312,-0.002458671,-0.002458671,-0.00043388312,-0.00043388312,2.0521661e-17,2.0521661e-17,2.0663707e-16,2.0663707e-16,-0.0028925541,-0.0028925541,2.2902995e-16,2.2902995e-16,0.0010573552,0.0010573552,-1.5556872e-17,-1.5556872e-17,-0.00019700538,-0.00019700538,0.00043388312,0.00043388312,-0.00019700538,-0.00019700538,0.00043388312,0.00043388312,0.00023687774,0.00023687774,2.6864522e-16,2.6864522e-16,-0.0026556764,-0.0026556764,-0.0026556764,-0.0026556764,-0.00043388312,-0.00043388312,4.8606186e-07,4.8606186e-07,-4.6729003e-18,-4.6729003e-18,2.3322016e-05,2.3322016e-05,-2.2835954e-05,-2.2835954e-05,0.00028499787,0.00028499787,2.5985994e-16,2.5985994e-16,0.28505193,0.28505193,1.5079552e-14,1.5079552e-14,0.13054846,0.13054846,6.7371642e-15,6.7371642e-15,-0.0026556764,-0.0026556764,0.0028925541,0.0028925541,-0.00053113528,-0.00053113528,1.9559044e-16,1.9559044e-16,1.8793435e-14,1.8793435e-14,-1.8843477e-14,-1.8843477e-14,1.9333586e-18,1.9333586e-18,-3.4870264e-17,-3.4870264e-17,-0.0039499094,-0.0039499094,1.9583838e-16,1.9583838e-16,-3.1270771e-17,-3.1270771e-17,9.7746263e-17,9.7746263e-17,4.9395352e-07,4.9395352e-07,1.1393837e-33,1.1393837e-33
-0.0025105869,-0.0025105869,0.0025105869,0.0025105869,-4.2110412e-16,-4.2110412e-16,-4.9363674e-16,-4.9363674e-16,0.0025105869,0.0025105869,-0.0030666296,-0.0030666296,-0.00041218897,-0.00041218897,-0.0030662738,-0.0030662738,-0.00041218897,-0.00041218897,0.0002373395,0.0002373395,2.5349715e-16,2.5349715e-16,0.00013852763,0.00013852763,0.00013852763,0.00013852763,-1.7150189e-17,-1.7150189e-17,-0.0023357375,-0.0023357375,-0.00041218897,-0.00041218897,-0.0023357375,-0.0023357375,-0.00041218897,-0.00041218897,2.2131381e-17,2.2131381e-17,2.0429147e-16,2.0429147e-16,-0.0027479264,-0.0027479264,2.2829792e-16,2.2829792e-16,0.0010044875,0.0010044875,-1.5031861e-17,-1.5031861e-17,-0.00017484946,-0.00017484946,0.00041218897,0.00041218897,-0.00017484946,-0.00017484946,0.00041218897,0.00041218897,0.0002373395,0.0002373395,2.6199588e-16,2.6199588e-16,-0.0025105869,-0.0025105869,-0.0025105869,-0.0025105869,-0.00041218897,-0.00041218897,4.6175877e-07,4.6175877e-07,-4.8289347e-18,-4.8289347e-18,2.2155915e-05,2.2155915e-05,-2.1694156e-05,-2.1694156e-05,0.00028305362,0.00028305362,2.5275534e-16,2.5275534e-16,0.28396926,0.28396926,1.4646361e-14,1.4646361e-14,0.130606,0.130606,6.5295845e-15,6.5295845e-15,-0.0025105869,-0.0025105869,0.0027479264,0.0027479264,-0.00050211739,-0.00050211739,1.92885e-16,1.92885e-16,1.8944215e-14,1.8944215e-14,-1.8991896e-14,-1.8991896e-14,1.894987e-18,1.894987e-18,-3.4656538e-17,-3.4656538e-17,-0.0037524139,-0.0037524139,1.9436804e-16,1.9436804e-16,-3.0968172e-17,-3.0968172e-17,9.6523492e-17,9.6523492e-17,4.8913009e-07,4.8913009e-07,1.2392949e-33,1.2392949e-33
-0.0023727519,-0.0023727519,0.0023727519,0.0023727519,-4.2544093e-16,-4.2544093e-16,-4.8418054e-16,-4.8418054e-16,0.0023727519,0.0023727519,-0.0029133124,-0.0029133124,-0.00039157952,-0.00039157952,-0.0029129601,-0.0029129601,-0.00039157952,-0.00039157952,0.00023777817,0.00023777817,2.4670231e-16,2.4670231e-16,0.00013160125,0.00013160125,0.00013160125,0.00013160125,-1.7340392e-17,-1.7340392e-17,-0.0022189506,-0.0022189506,-0.00039157952,-0.00039157952,-0.0022189506,-0.0022189506,-0.00039157952,-0.00039157952,2.3693776e-17,2.3693776e-17,2.020191e-16,2.020191e-16,-0.0026105301,-0.0026105301,2.275916e-16,2.275916e-16,0.00095426311,0.00095426311,-1.4505814e-17,-1.4505814e-17,-0.00015380135,-0.00015380135,0.00039157952,0.00039157952,-0.00015380135,-0.00015380135,0.00039157952,0.00039157952,0.00023777817,0.00023777817,2.5523106e-16,2.5523106e-16,-0.0023727519,-0.0023727519,-0.0023727519,-0.0023727519,-0.00039157952,-0.00039157952,4.3867083e-07,4.3867083e-07,-4.9752621e-18,-4.9752621e-18,2.1048119e-05,2.1048119e-05,-2.0609448e-05,-2.0609448e-05,0.00028120658,0.00028120658,2.4556373e-16,2.4556373e-16,0.28294072,0.28294072,1.420706e-14,1.420706e-14,0.13066066,0.13066066,6.3185683e-15,6.3185683e-15,-0.0023727519,-0.0023727519,0.0026105301,0.0026105301,-0.00047455039,-0.00047455039,1.9021822e-16,1.9021822e-16,1.9093566e-14,1.9093566e-14,-1.9138978e-14,-1.9138978e-14,1.8569006e-18,1.8569006e-18,-3.4452525e-17,-3.4452525e-17,-0.0035647932,-0.0035647932,1.9293305e-16,1.9293305e-16,-3.0679452e-17,-3.0679452e-17,9.5357009e-17,9.5357009e-17,4.8434357e-07,4.8434357e-07,1.3378995e-33,1.3378995e-33
-0.0022418087,-0.0022418087,0.0022418087,0.0022418087,-4.2804302e-16,-4.2804302e-16,-4.747012e-16,-4.747012e-16,0.0022418087,0.0022418087,-0.0027676609,-0.0027676609,-0.00037200054,-0.00037200054,-0.0027673121,-0.0027673121,-0.00037200054,-0.00037200054,0.00023819491,0.00023819491,2.3980114e-16,2.3980114e-16,0.00012502119,0.00012502119,0.00012502119,0.00012502119,-1.7518294e-17,-1.7518294e-17,-0.0021080031,-0.0021080031,-0.00037200054,-0.00037200054,-0.0021080031,-0.0021080031,-0.00037200054,-0.00037200054,2.5211113e-17,2.5211113e-17,1.9981797e-16,1.9981797e-16,-0.0024800036,-0.0024800036,2.2691128e-16,2.2691128e-16,0.00090654995,0.00090654995,-1.3979124e-17,-1.3979124e-17,-0.00013380563,-0.00013380563,0.00037200054,0.00037200054,-0.00013380563,-0.00013380563,0.00037200054,0.00037200054,0.00023819491,0.00023819491,2.4835839e-16,2.4835839e-16,-0.0022418087,-0.0022418087,-0.0022418087,-0.0022418087,-0.00037200054,-0.00037200054,4.1673729e-07,4.1673729e-07,-5.112412e-18,-5.112412e-18,1.9995713e-05,1.9995713e-05,-1.9578976e-05,-1.9578976e-05,0.0002794519,0.0002794519,2.3829121e-16,2.3829121e-16,0.28196361,0.28196361,1.376206e-14,1.376206e-14,0.13071259,0.13071259,6.1043382e-15,6.1043382e-15,-0.0022418087,-0.0022418087,0.0024800036,0.0024800036,-0.00044836174,-0.00044836174,1.8758933e-16,1.8758933e-16,1.9241548e-14,1.9241548e-14,-1.9284781e-14,-1.9284781e-14,1.8191227e-18,1.8191227e-18,-3.4257839e-17,-3.4257839e-17,-0.0033865536,-0.0033865536,1.9153354e-16,1.9153354e-16,-3.0404043e-17,-3.0404043e-17,9.4244484e-17,9.4244484e-17,4.7959469e-07,4.7959469e-07,1.4346811e-33,1.4346811e-33
-0.0021174126,-0.0021174126,0.0021174126,0.0021174126,-4.3151246e-16,-4.3151246e-16,-4.6520355e-16,-4.6520355e-16,0.0021174126,0.0021174126,-0.0026292919,-0.0026292919,-0.00035340051,-0.00035340051,-0.0026289465,-0.0026289465,-0.00035340051,-0.00035340051,0.00023859081,0.00023859081,2.3280076e-16,2.3280076e-16,0.00011877013,0.00011877013,0.00011877013,0.00011877013,-1.7684579e-17,-1.7684579e-17,-0.0020026029,-0.0020026029,-0.00035340051,-0.00035340051,-0.0020026029,-0.0020026029,-0.00035340051,-0.00035340051,2.6685548e-17,2.6685548e-17,1.9768608e-16,1.9768608e-16,-0.0023560034,-0.0023560034,2.2625712e-16,2.2625712e-16,0.00086122245,0.00086122245,-1.3452168e-17,-1.3452168e-17,-0.0001148097,-0.0001148097,0.00035340051,0.00035340051,-0.0001148097,-0.0001148097,0.00035340051,0.00035340051,0.00023859081,0.00023859081,2.4138509e-16,2.4138509e-16,-0.0021174126,-0.0021174126,-0.0021174126,-0.0021174126,-0.00035340051,-0.00035340051,3.9590043e-07,3.9590043e-07,-5.2408897e-18,-5.2408897e-18,1.8995928e-05,1.8995928e-05,-1.8600027e-05,-1.8600027e-05,0.00027778495,0.00027778495,2.3094349e-16,2.3094349e-16,0.28103535,0.28103535,1.331175e-14,1.331175e-14,0.13076192,0.13076192,5.8871046e-15,5.8871046e-15,-0.0021174126,-0.0021174126,0.0023560034,0.0023560034,-0.00042348252,-0.00042348252,1.8499753e-16,1.8499753e-16,1.9388222e-14,1.9388222e-14,-1.9429361e-14,-1.9429361e-14,1.7816746e-18,1.7816746e-18,-3.4072099e-17,-3.4072099e-17,-0.0032172259,-0.0032172259,1.9016956e-16,1.9016956e-16,-3.0141393e-17,-3.0141393e-17,9.3183657e-17,9.3183657e-17,4.7488409e-07,4.7488409e-07,1.5292151e-33,1.5292151e-33
-0.0019992363,-0.0019992363,0.0019992363,0.0019992363,-4.3411455e-16,-4.3411455e-16,-4.5569199e-16,-4.5569199e-16,0.0019992363,0.0019992363,-0.0024978412,-0.0024978412,-0.00033573049,-0.00033573049,-0.0024974992,-0.0024974992,-0.00033573049,-0.00033573049,0.00023896692,0.00023896692,2.2570789e-16,2.2570789e-16,0.00011283162,0.00011283162,0.00011283162,0.00011283162,-1.78399e-17,-1.78399e-17,-0.0019024728,-0.0019024728,-0.00033573049,-0.00033573049,-0.0019024728,-0.0019024728,-0.00033573049,-0.00033573049,2.8119134e-17,2.8119134e-17,1.9562144e-16,1.9562144e-16,-0.0022382033,-0.0022382033,2.2562921e-16,2.2562921e-16,0.00081816133,0.00081816133,-1.2925302e-17,-1.2925302e-17,-9.6763574e-05,-9.6763574e-05,0.00033573049,0.00033573049,-9.6763574e-05,-9.6763574e-05,0.00033573049,0.00033573049,0.00023896692,0.00023896692,2.3431796e-16,2.3431796e-16,-0.0019992363,-0.0019992363,-0.0019992363,-0.0019992363,-0.00033573049,-0.00033573049,3.761054e-07,3.761054e-07,-5.3611773e-18,-5.3611773e-18,1.8046131e-05,1.8046131e-05,-1.7670026e-05,-1.7670026e-05,0.00027620135,0.00027620135,2.2352595e-16,2.2352595e-16,0.2801535,0.2801535,1.2856494e-14,1.2856494e-14,0.13080879,0.13080879,5.667066e-15,5.667066e-15,-0.0019992363,-0.0019992363,0.0022382033,0.0022382033,-0.00039984727,-0.00039984727,1.8244199e-16,1.8244199e-16,1.9533642e-14,1.9533642e-14,-1.9572773e-14,-1.9572773e-14,1.7445756e-18,1.7445756e-18,-3.3894937e-17,-3.3894937e-17,-0.0030563646,-0.0030563646,1.8884106e-16,1.8884106e-16,-2.9890963e-17,-2.9890963e-17,9.2172334e-17,9.2172334e-17,4.7021227e-07,4.7021227e-07,1.621158e-33,1.621158e-33
-0.0018869689,-0.0018869689,0.0018869689,0.0018869689,-4.3606611e-16,-4.3606611e-16,-4.4617057e-16,-4.4617057e-16,0.0018869689,0.0018869689,-0.0023729628,-0.0023729628,-0.00031894396,-0.00031894396,-0.0023726242,-0.0023726242,-0.00031894396,-0.00031894396,0.00023932422,0.00023932422,2.1852888e-16,2.1852888e-16,0.00010719004,0.00010719004,0.00010719004,0.00010719004,-1.798488e-17,-1.798488e-17,-0.0018073491,-0.0018073491,-0.00031894396,-0.00031894396,-0.0018073491,-0.0018073491,-0.00031894396,-0.00031894396,2.951382e-17,2.951382e-17,1.9362208e-16,1.9362208e-16,-0.0021262931,-0.0021262931,2.2502751e-16,2.2502751e-16,0.00077725326,0.00077725326,-1.239886e-17,-1.239886e-17,-7.9619749e-05,-7.9619749e-05,0.00031894396,0.00031894396,-7.9619749e-05,-7.9619749e-05,0.00031894396,0.00031894396,0.00023932422,0.00023932422,2.271634e-16,2.271634e-16,-0.0018869689,-0.0018869689,-0.0018869689,-0.0018869689,-0.00031894396,-0.00031894396,3.5730013e-07,3.5730013e-07,-5.4737341e-18,-5.4737341e-18,1.7143825e-05,1.7143825e-05,-1.6786524e-05,-1.6786524e-05,0.00027469693,0.00027469693,2.1604366e-16,2.1604366e-16,0.27931575,0.27931575,1.2396636e-14,1.2396636e-14,0.13085331,0.13085331,5.4444094e-15,5.4444094e-15,-0.0018869689,-0.0018869689,0.0021262931,0.0021262931,-0.00037739378,-0.00037739378,1.7992185e-16,1.7992185e-16,1.9677863e-14,1.9677863e-14,-1.9715065e-14,-1.9715065e-14,1.7078433e-18,1.7078433e-18,-3.3725996e-17,-3.3725996e-17,-0.0029035464,-0.0029035464,1.8754788e-16,1.8754788e-16,-2.9652235e-17,-2.9652235e-17,9.1208395e-17,9.1208395e-17,4.6557966e-07,4.6557966e-07,1.7102376e-33,1.7102376e-33
