e_slash_star_pie,e_slash_star_lin,lambda_H_pie,lambda_H_lin,lambda_H_slash_star_pie,lambda_H_slash_star_lin,lambda_F_slash_star_pie,lambda_F_slash_star_lin,lambda_F_pie,lambda_F_lin,utility_H_with_delta_pie,utility_H_with_delta_lin,utility_F_with_delta_pie,utility_F_with_delta_lin,utility_H_without_delta_pie,utility_H_without_delta_lin,utility_F_without_delta_pie,utility_F_without_delta_lin,p_H_pie,p_H_lin,p_F_star_pie,p_F_star_lin,i_H_notional_pie,i_H_notional_lin,i_H_pie,i_H_lin,i_F_pie,i_F_lin,c_H_W_pie,c_H_W_lin,c_F_W_pie,c_F_W_lin,c_H_H_pie,c_H_H_lin,c_F_H_pie,c_F_H_lin,c_H_F_pie,c_H_F_lin,c_F_F_pie,c_F_F_lin,y_H_pie,y_H_lin,y_F_pie,y_F_lin,l_H_pie,l_H_lin,l_F_pie,l_F_lin,p_H_W_pie,p_H_W_lin,p_F_W_star_pie,p_F_W_star_lin,p_H_W_bar_pie,p_H_W_bar_lin,p_F_W_star_bar_pie,p_F_W_star_bar_lin,p_H_bar_pie,p_H_bar_lin,p_F_star_bar_pie,p_F_star_bar_lin,p_H_bar_y_H_pie,p_H_bar_y_H_lin,p_H_W_c_H_W_pie,p_H_W_c_H_W_lin,p_H_W_slash_p_H_pie,p_H_W_slash_p_H_lin,pi_H_pie,pi_H_lin,pi_F_star_pie,pi_F_star_lin,pi_H_W_pie,pi_H_W_lin,pi_F_W_star_pie,pi_F_W_star_lin,p_H_tilde_pie,p_H_tilde_lin,p_F_star_tilde_pie,p_F_star_tilde_lin,v_H_pie,v_H_lin,v_F_pie,v_F_lin,w_H_pie,w_H_lin,w_F_pie,w_F_lin,p_F_bar_pie,p_F_bar_lin,p_H_star_bar_pie,p_H_star_bar_lin,t_H_pie,t_H_lin,t_F_pie,t_F_lin,b_H_pie,b_H_lin,b_F_star_pie,b_F_star_lin,beta_H_pie,beta_H_lin,beta_F_pie,beta_F_lin,a_H_pie,a_H_lin,a_F_pie,a_F_lin,tau_H_pie,tau_H_lin,tau_F_pie,tau_F_lin,Delta_H_pie,Delta_H_lin,Delta_F_pie,Delta_F_lin
0.00024497953,0.00024497953,-0.00024497953,-0.00024497953,6.7708426e-17,6.7708426e-17,8.230085e-16,8.230085e-16,-0.00024497953,-0.00024497953,-1.3380614e-06,-1.3380614e-06,-1.694667e-07,-1.694667e-07,-1.2606628e-06,-1.2606628e-06,-1.694667e-07,-1.694667e-07,0.00024610931,0.00024610931,-9.5658446e-16,-9.5658446e-16,5.6954024e-08,5.6954024e-08,5.6954024e-08,5.6954024e-08,-1.9460855e-17,-1.9460855e-17,-9.6031129e-07,-9.6031129e-07,-1.694667e-07,-1.694667e-07,-9.6031129e-07,-9.6031129e-07,-1.694667e-07,-1.694667e-07,1.3017006e-16,1.3017006e-16,1.1350839e-16,1.1350839e-16,-1.129778e-06,-1.129778e-06,2.4562661e-16,2.4562661e-16,4.1298334e-07,4.1298334e-07,4.138564e-17,4.138564e-17,0.00024593984,0.00024593984,1.694667e-07,1.694667e-07,0.00024593984,0.00024593984,1.694667e-07,1.694667e-07,0.00024610931,0.00024610931,-9.4748574e-16,-9.4748574e-16,0.00024497953,0.00024497953,0.00024497953,0.00024497953,-1.694667e-07,-1.694667e-07,1.8984675e-10,1.8984675e-10,-6.7597182e-18,-6.7597182e-18,9.1091466e-09,9.1091466e-09,-8.9192999e-09,-8.9192999e-09,0.00024612811,0.00024612811,-9.6227473e-16,-9.6227473e-16,0.2634069,0.2634069,-6.1451376e-14,-6.1451376e-14,0.13169877,0.13169877,-3.1207518e-14,-3.1207518e-14,0.00024497953,0.00024497953,1.129778e-06,1.129778e-06,4.8995907e-05,4.8995907e-05,-6.9859505e-17,-6.9859505e-17,3.7343473e-14,3.7343473e-14,-3.7334326e-14,-3.7334326e-14,-1.7979845e-19,-1.7979845e-19,-3.0403109e-17,-3.0403109e-17,-1.5427613e-06,-1.5427613e-06,1.5122839e-16,1.5122839e-16,-2.4971329e-17,-2.4971329e-17,7.2330978e-17,7.2330978e-17,1.064231e-07,1.064231e-07,3.0167619e-33,3.0167619e-33
0.0002450362,0.0002450362,-0.0002450362,-0.0002450362,7.1991024e-17,7.1991024e-17,8.3126703e-16,8.3126703e-16,-0.0002450362,-0.0002450362,-1.2742543e-06,-1.2742543e-06,-1.6099336e-07,-1.6099336e-07,-1.1976297e-06,-1.1976297e-06,-1.6099336e-07,-1.6099336e-07,0.00024610949,0.00024610949,-9.6454749e-16,-9.6454749e-16,5.4106322e-08,5.4106322e-08,5.4106322e-08,5.4106322e-08,-1.9460359e-17,-1.9460359e-17,-9.1229572e-07,-9.1229572e-07,-1.6099336e-07,-1.6099336e-07,-9.1229572e-07,-9.1229572e-07,-1.6099336e-07,-1.6099336e-07,1.3071266e-16,1.3071266e-16,1.1325722e-16,1.1325722e-16,-1.0732891e-06,-1.0732891e-06,2.4591805e-16,2.4591805e-16,3.9233417e-07,3.9233417e-07,4.1679969e-17,4.1679969e-17,0.0002459485,0.0002459485,1.6099336e-07,1.6099336e-07,0.0002459485,0.0002459485,1.6099336e-07,1.6099336e-07,0.00024610949,0.00024610949,-9.5544877e-16,-9.5544877e-16,0.0002450362,0.0002450362,0.0002450362,0.0002450362,-1.6099336e-07,-1.6099336e-07,1.8035441e-10,1.8035441e-10,-6.7593953e-18,-6.7593953e-18,8.6536893e-09,8.6536893e-09,-8.4733349e-09,-8.4733349e-09,0.00024612735,0.00024612735,-9.7023678e-16,-9.7023678e-16,0.26340648,0.26340648,-6.1951738e-14,-6.1951738e-14,0.13169879,0.13169879,-3.1456691e-14,-3.1456691e-14,0.0002450362,0.0002450362,1.0732891e-06,1.0732891e-06,4.900724e-05,4.900724e-05,-7.139434e-17,-7.139434e-17,3.7458346e-14,3.7458346e-14,-3.7449169e-14,-3.7449169e-14,-1.8151008e-19,-1.8151008e-19,-3.0403018e-17,-3.0403018e-17,-1.4656233e-06,-1.4656233e-06,1.5122541e-16,1.5122541e-16,-2.4971201e-17,-2.4971201e-17,7.2330463e-17,7.2330463e-17,1.0535886e-07,1.0535886e-07,3.016447e-33,3.016447e-33
0.00024509004,0.00024509004,-0.00024509004,-0.00024509004,7.6327833e-17,7.6327833e-17,8.3952498e-16,8.3952498e-16,-0.00024509004,-0.00024509004,-1.2136066e-06,-1.2136066e-06,-1.5294369e-07,-1.5294369e-07,-1.1377482e-06,-1.1377482e-06,-1.5294369e-07,-1.5294369e-07,0.00024610966,0.00024610966,-9.7251021e-16,-9.7251021e-16,5.1401006e-08,5.1401006e-08,5.1401006e-08,5.1401006e-08,-1.9459876e-17,-1.9459876e-17,-8.6668094e-07,-8.6668094e-07,-1.5294369e-07,-1.5294369e-07,-8.6668094e-07,-8.6668094e-07,-1.5294369e-07,-1.5294369e-07,1.3125502e-16,1.3125502e-16,1.1300625e-16,1.1300625e-16,-1.0196246e-06,-1.0196246e-06,2.4620944e-16,2.4620944e-16,3.7271747e-07,3.7271747e-07,4.1974131e-17,4.1974131e-17,0.00024595672,0.00024595672,1.5294369e-07,1.5294369e-07,0.00024595672,0.00024595672,1.5294369e-07,1.5294369e-07,0.00024610966,0.00024610966,-9.6341147e-16,-9.6341147e-16,0.00024509004,0.00024509004,0.00024509004,0.00024509004,-1.5294369e-07,-1.5294369e-07,1.7133669e-10,1.7133669e-10,-6.7590812e-18,-6.7590812e-18,8.2210048e-09,8.2210048e-09,-8.0496681e-09,-8.0496681e-09,0.00024612663,0.00024612663,-9.7819854e-16,-9.7819854e-16,0.26340607,0.26340607,-6.2452081e-14,-6.2452081e-14,0.13169881,0.13169881,-3.1705855e-14,-3.1705855e-14,0.00024509004,0.00024509004,1.0196246e-06,1.0196246e-06,4.9018008e-05,4.9018008e-05,-7.2929093e-17,-7.2929093e-17,3.7573209e-14,3.7573209e-14,-3.7564002e-14,-3.7564002e-14,-1.8318258e-19,-1.8318258e-19,-3.0402931e-17,-3.0402931e-17,-1.3923421e-06,-1.3923421e-06,1.5122257e-16,1.5122257e-16,-2.4971079e-17,-2.4971079e-17,7.2329973e-17,7.2329973e-17,1.0430528e-07,1.0430528e-07,3.0161407e-33,3.0161407e-33
0.00024514118,0.00024514118,-0.00024514118,-0.00024514118,8.0718852e-17,8.0718852e-17,8.4778239e-16,8.4778239e-16,-0.00024514118,-0.00024514118,-1.1559606e-06,-1.1559606e-06,-1.4529651e-07,-1.4529651e-07,-1.0808608e-06,-1.0808608e-06,-1.4529651e-07,-1.4529651e-07,0.00024610983,0.00024610983,-9.804726e-16,-9.804726e-16,4.8830956e-08,4.8830956e-08,4.8830956e-08,4.8830956e-08,-1.9459407e-17,-1.9459407e-17,-8.2334689e-07,-8.2334689e-07,-1.4529651e-07,-1.4529651e-07,-8.2334689e-07,-8.2334689e-07,-1.4529651e-07,-1.4529651e-07,1.3179714e-16,1.3179714e-16,1.1275549e-16,1.1275549e-16,-9.686434e-07,-9.686434e-07,2.4650081e-16,2.4650081e-16,3.5408159e-07,3.5408159e-07,4.2268131e-17,4.2268131e-17,0.00024596453,0.00024596453,1.4529651e-07,1.4529651e-07,0.00024596453,0.00024596453,1.4529651e-07,1.4529651e-07,0.00024610983,0.00024610983,-9.7137385e-16,-9.7137385e-16,0.00024514118,0.00024514118,0.00024514118,0.00024514118,-1.4529651e-07,-1.4529651e-07,1.6276985e-10,1.6276985e-10,-6.7587758e-18,-6.7587758e-18,7.8099546e-09,7.8099546e-09,-7.6471847e-09,-7.6471847e-09,0.00024612594,0.00024612594,-9.8616e-16,-9.8616e-16,0.26340569,0.26340569,-6.2952407e-14,-6.2952407e-14,0.13169884,0.13169884,-3.1955011e-14,-3.1955011e-14,0.00024514118,0.00024514118,9.686434e-07,9.686434e-07,4.9028236e-05,4.9028236e-05,-7.4463765e-17,-7.4463765e-17,3.7688063e-14,3.7688063e-14,-3.7678827e-14,-3.7678827e-14,-1.8481683e-19,-1.8481683e-19,-3.0402849e-17,-3.0402849e-17,-1.322725e-06,-1.322725e-06,1.5121986e-16,1.5121986e-16,-2.4970964e-17,-2.4970964e-17,7.2329508e-17,7.2329508e-17,1.0326222e-07,1.0326222e-07,3.0158428e-33,3.0158428e-33
0.00024518977,0.00024518977,-0.00024518977,-0.00024518977,8.505566e-17,8.505566e-17,8.5603926e-16,8.5603926e-16,-0.00024518977,-0.00024518977,-1.1011665e-06,-1.1011665e-06,-1.3803168e-07,-1.3803168e-07,-1.0268177e-06,-1.0268177e-06,-1.3803168e-07,-1.3803168e-07,0.00024610998,0.00024610998,-9.8843469e-16,-9.8843469e-16,4.6389408e-08,4.6389408e-08,4.6389408e-08,4.6389408e-08,-1.9458951e-17,-1.9458951e-17,-7.8217955e-07,-7.8217955e-07,-1.3803168e-07,-1.3803168e-07,-7.8217955e-07,-7.8217955e-07,-1.3803168e-07,-1.3803168e-07,1.3233903e-16,1.3233903e-16,1.1250492e-16,1.1250492e-16,-9.2021123e-07,-9.2021123e-07,2.4679213e-16,2.4679213e-16,3.3637751e-07,3.3637751e-07,4.2561972e-17,4.2561972e-17,0.00024597195,0.00024597195,1.3803168e-07,1.3803168e-07,0.00024597195,0.00024597195,1.3803168e-07,1.3803168e-07,0.00024610998,0.00024610998,-9.7933593e-16,-9.7933593e-16,0.00024518977,0.00024518977,0.00024518977,0.00024518977,-1.3803168e-07,-1.3803168e-07,1.5463136e-10,1.5463136e-10,-6.7584788e-18,-6.7584788e-18,7.4194568e-09,7.4194568e-09,-7.2648255e-09,-7.2648255e-09,0.00024612529,0.00024612529,-9.9412118e-16,-9.9412118e-16,0.26340533,0.26340533,-6.3452715e-14,-6.3452715e-14,0.13169885,0.13169885,-3.2204159e-14,-3.2204159e-14,0.00024518977,0.00024518977,9.2021123e-07,9.2021123e-07,4.9037954e-05,4.9037954e-05,-7.599836e-17,-7.599836e-17,3.7802908e-14,3.7802908e-14,-3.7793642e-14,-3.7793642e-14,-1.864137e-19,-1.864137e-19,-3.0402771e-17,-3.0402771e-17,-1.2565887e-06,-1.2565887e-06,1.5121727e-16,1.5121727e-16,-2.4970854e-17,-2.4970854e-17,7.2329066e-17,7.2329066e-17,1.022296e-07,1.022296e-07,3.0155532e-33,3.0155532e-33
0.00024523593,0.00024523593,-0.00024523593,-0.00024523593,8.9500889e-17,8.9500889e-17,8.6429561e-16,8.6429561e-16,-0.00024523593,-0.00024523593,-1.0490822e-06,-1.0490822e-06,-1.311301e-07,-1.311301e-07,-9.7547685e-07,-9.7547685e-07,-1.311301e-07,-1.311301e-07,0.00024611013,0.00024611013,-9.9639647e-16,-9.9639647e-16,4.4069938e-08,4.4069938e-08,4.4069938e-08,4.4069938e-08,-1.9458508e-17,-1.9458508e-17,-7.4307057e-07,-7.4307057e-07,-1.311301e-07,-1.311301e-07,-7.4307057e-07,-7.4307057e-07,-1.311301e-07,-1.311301e-07,1.328807e-16,1.328807e-16,1.1225454e-16,1.1225454e-16,-8.7420067e-07,-8.7420067e-07,2.4708341e-16,2.4708341e-16,3.1955864e-07,3.1955864e-07,4.2855658e-17,4.2855658e-17,0.000245979,0.000245979,1.311301e-07,1.311301e-07,0.000245979,0.000245979,1.311301e-07,1.311301e-07,0.00024611013,0.00024611013,-9.8729771e-16,-9.8729771e-16,0.00024523593,0.00024523593,0.00024523593,0.00024523593,-1.311301e-07,-1.311301e-07,1.4689979e-10,1.4689979e-10,-6.75819e-18,-6.75819e-18,7.048484e-09,7.048484e-09,-6.9015842e-09,-6.9015842e-09,0.00024612467,0.00024612467,-1.0020821e-15,-1.0020821e-15,0.26340498,0.26340498,-6.3953008e-14,-6.3953008e-14,0.13169887,0.13169887,-3.2453299e-14,-3.2453299e-14,0.00024523593,0.00024523593,8.7420067e-07,8.7420067e-07,4.9047185e-05,4.9047185e-05,-7.7532881e-17,-7.7532881e-17,3.7917745e-14,3.7917745e-14,-3.7908448e-14,-3.7908448e-14,-1.8797404e-19,-1.8797404e-19,-3.0402697e-17,-3.0402697e-17,-1.1937593e-06,-1.1937593e-06,1.5121479e-16,1.5121479e-16,-2.497075e-17,-2.497075e-17,7.2328646e-17,7.2328646e-17,1.012073e-07,1.012073e-07,3.0152716e-33,3.0152716e-33
0.00024527978,0.00024527978,-0.00024527978,-0.00024527978,9.3783488e-17,9.3783488e-17,8.7255146e-16,8.7255146e-16,-0.00024527978,-0.00024527978,-9.9957226e-07,-9.9957226e-07,-1.245736e-07,-1.245736e-07,-9.26703e-07,-9.26703e-07,-1.245736e-07,-1.245736e-07,0.00024611027,0.00024611027,-1.004358e-15,-1.004358e-15,4.1866441e-08,4.1866441e-08,4.1866441e-08,4.1866441e-08,-1.9458078e-17,-1.9458078e-17,-7.0591704e-07,-7.0591704e-07,-1.245736e-07,-1.245736e-07,-7.0591704e-07,-7.0591704e-07,-1.245736e-07,-1.245736e-07,1.3342214e-16,1.3342214e-16,1.1200433e-16,1.1200433e-16,-8.3049064e-07,-8.3049064e-07,2.4737464e-16,2.4737464e-16,3.0358071e-07,3.0358071e-07,4.3149194e-17,4.3149194e-17,0.00024598569,0.00024598569,1.2457359e-07,1.2457359e-07,0.00024598569,0.00024598569,1.2457359e-07,1.2457359e-07,0.00024611027,0.00024611027,-9.9525919e-16,-9.9525919e-16,0.00024527978,0.00024527978,0.00024527978,0.00024527978,-1.245736e-07,-1.245736e-07,1.395548e-10,1.395548e-10,-6.7579091e-18,-6.7579091e-18,6.6960598e-09,6.6960598e-09,-6.556505e-09,-6.556505e-09,0.00024612408,0.00024612408,-1.0100427e-15,-1.0100427e-15,0.26340466,0.26340466,-6.4453284e-14,-6.4453284e-14,0.13169889,0.13169889,-3.2702432e-14,-3.2702432e-14,0.00024527978,0.00024527978,8.3049064e-07,8.3049064e-07,4.9055955e-05,4.9055955e-05,-7.9067331e-17,-7.9067331e-17,3.8032572e-14,3.8032572e-14,-3.8023246e-14,-3.8023246e-14,-1.8949869e-19,-1.8949869e-19,-3.0402627e-17,-3.0402627e-17,-1.1340713e-06,-1.1340713e-06,1.5121243e-16,1.5121243e-16,-2.4970651e-17,-2.4970651e-17,7.2328247e-17,7.2328247e-17,1.0019523e-07,1.0019523e-07,3.0149977e-33,3.0149977e-33
0.00024532143,0.00024532143,-0.00024532143,-0.00024532143,9.8120297e-17,9.8120297e-17,8.8080683e-16,8.8080683e-16,-0.00024532143,-0.00024532143,-9.5250842e-07,-9.5250842e-07,-1.1834492e-07,-1.1834492e-07,-8.8036785e-07,-8.8036785e-07,-1.1834492e-07,-1.1834492e-07,0.0002461104,0.0002461104,-1.0123192e-15,-1.0123192e-15,3.9773119e-08,3.9773119e-08,3.9773119e-08,3.9773119e-08,-1.9457659e-17,-1.9457659e-17,-6.7062119e-07,-6.7062119e-07,-1.1834492e-07,-1.1834492e-07,-6.7062119e-07,-6.7062119e-07,-1.1834492e-07,-1.1834492e-07,1.3396336e-16,1.3396336e-16,1.117543e-16,1.117543e-16,-7.889661e-07,-7.889661e-07,2.4766584e-16,2.4766584e-16,2.8840167e-07,2.8840167e-07,4.3442584e-17,4.3442584e-17,0.00024599205,0.00024599205,1.1834491e-07,1.1834491e-07,0.00024599205,0.00024599205,1.1834491e-07,1.1834491e-07,0.0002461104,0.0002461104,-1.0032204e-15,-1.0032204e-15,0.00024532143,0.00024532143,0.00024532143,0.00024532143,-1.1834492e-07,-1.1834492e-07,1.3257706e-10,1.3257706e-10,-6.7576359e-18,-6.7576359e-18,6.3612568e-09,6.3612568e-09,-6.2286798e-09,-6.2286798e-09,0.00024612352,0.00024612352,-1.0180031e-15,-1.0180031e-15,0.26340435,0.26340435,-6.4953544e-14,-6.4953544e-14,0.13169891,0.13169891,-3.2951557e-14,-3.2951557e-14,0.00024532143,0.00024532143,7.889661e-07,7.889661e-07,4.9064287e-05,4.9064287e-05,-8.0601714e-17,-8.0601714e-17,3.8147392e-14,3.8147392e-14,-3.8138036e-14,-3.8138036e-14,-1.9098845e-19,-1.9098845e-19,-3.040256e-17,-3.040256e-17,-1.0773678e-06,-1.0773678e-06,1.5121017e-16,1.5121017e-16,-2.4970557e-17,-2.4970557e-17,7.2327868e-17,7.2327868e-17,9.9193279e-08,9.9193279e-08,3.0147314e-33,3.0147314e-33
0.00024536101,0.00024536101,-0.00024536101,-0.00024536101,1.0251132e-16,1.0251132e-16,8.8906172e-16,8.8906172e-16,-0.00024536101,-0.00024536101,-9.0776862e-07,-9.0776862e-07,-1.1242767e-07,-1.1242767e-07,-8.3634946e-07,-8.3634946e-07,-1.1242767e-07,-1.1242767e-07,0.00024611053,0.00024611053,-1.0202801e-15,-1.0202801e-15,3.7784463e-08,3.7784463e-08,3.7784463e-08,3.7784463e-08,-1.9457252e-17,-1.9457252e-17,-6.3709013e-07,-6.3709013e-07,-1.1242767e-07,-1.1242767e-07,-6.3709013e-07,-6.3709013e-07,-1.1242767e-07,-1.1242767e-07,1.3450438e-16,1.3450438e-16,1.1150444e-16,1.1150444e-16,-7.495178e-07,-7.495178e-07,2.4795699e-16,2.4795699e-16,2.7398159e-07,2.7398159e-07,4.373583e-17,4.373583e-17,0.0002459981,0.0002459981,1.1242767e-07,1.1242767e-07,0.0002459981,0.0002459981,1.1242767e-07,1.1242767e-07,0.00024611053,0.00024611053,-1.0111813e-15,-1.0111813e-15,0.00024536101,0.00024536101,0.00024536101,0.00024536101,-1.1242767e-07,-1.1242767e-07,1.2594821e-10,1.2594821e-10,-6.7573702e-18,-6.7573702e-18,6.043194e-09,6.043194e-09,-5.9172458e-09,-5.9172458e-09,0.00024612299,0.00024612299,-1.0259632e-15,-1.0259632e-15,0.26340405,0.26340405,-6.5453789e-14,-6.5453789e-14,0.13169892,0.13169892,-3.3200675e-14,-3.3200675e-14,0.00024536101,0.00024536101,7.495178e-07,7.495178e-07,4.9072201e-05,4.9072201e-05,-8.2136031e-17,-8.2136031e-17,3.8262203e-14,3.8262203e-14,-3.8252817e-14,-3.8252817e-14,-1.9244412e-19,-1.9244412e-19,-3.0402496e-17,-3.0402496e-17,-1.0234994e-06,-1.0234994e-06,1.5120802e-16,1.5120802e-16,-2.4970467e-17,-2.4970467e-17,7.2327508e-17,7.2327508e-17,9.8201347e-08,9.8201347e-08,3.0144724e-33,3.0144724e-33
0.0002453986,0.0002453986,-0.0002453986,-0.0002453986,1.0684812e-16,1.0684812e-16,8.9731615e-16,8.9731615e-16,-0.0002453986,-0.0002453986,-8.6523696e-07,-8.6523696e-07,-1.0680629e-07,-1.0680629e-07,-7.9453199e-07,-7.9453199e-07,-1.0680629e-07,-1.0680629e-07,0.00024611064,0.00024611064,-1.0282408e-15,-1.0282408e-15,3.589524e-08,3.589524e-08,3.589524e-08,3.589524e-08,-1.9456856e-17,-1.9456856e-17,-6.0523562e-07,-6.0523562e-07,-1.0680629e-07,-1.0680629e-07,-6.0523562e-07,-6.0523562e-07,-1.0680629e-07,-1.0680629e-07,1.3504518e-16,1.3504518e-16,1.1125474e-16,1.1125474e-16,-7.1204191e-07,-7.1204191e-07,2.4824809e-16,2.4824809e-16,2.6028251e-07,2.6028251e-07,4.4028938e-17,4.4028938e-17,0.00024600384,0.00024600384,1.0680629e-07,1.0680629e-07,0.00024600384,0.00024600384,1.0680629e-07,1.0680629e-07,0.00024611064,0.00024611064,-1.019142e-15,-1.019142e-15,0.0002453986,0.0002453986,0.0002453986,0.0002453986,-1.0680629e-07,-1.0680629e-07,1.196508e-10,1.196508e-10,-6.7571118e-18,-6.7571118e-18,5.7410343e-09,5.7410343e-09,-5.6213835e-09,-5.6213835e-09,0.00024612249,0.00024612249,-1.0339231e-15,-1.0339231e-15,0.26340377,0.26340377,-6.5954019e-14,-6.5954019e-14,0.13169894,0.13169894,-3.3449786e-14,-3.3449786e-14,0.0002453986,0.0002453986,7.1204191e-07,7.1204191e-07,4.9079721e-05,4.9079721e-05,-8.3670286e-17,-8.3670286e-17,3.8377006e-14,3.8377006e-14,-3.8367591e-14,-3.8367591e-14,-1.9386647e-19,-1.9386647e-19,-3.0402436e-17,-3.0402436e-17,-9.7232441e-07,-9.7232441e-07,1.5120596e-16,1.5120596e-16,-2.4970382e-17,-2.4970382e-17,7.2327166e-17,7.2327166e-17,9.7219333e-08,9.7219333e-08,3.0142206e-33,3.0142206e-33
0.00024543432,0.00024543432,-0.00024543432,-0.00024543432,1.1123914e-16,1.1123914e-16,9.0557014e-16,9.0557014e-16,-0.00024543432,-0.00024543432,-8.2480331e-07,-8.2480331e-07,-1.0146597e-07,-1.0146597e-07,-7.5480539e-07,-7.5480539e-07,-1.0146597e-07,-1.0146597e-07,0.00024611076,0.00024611076,-1.0362012e-15,-1.0362012e-15,3.4100478e-08,3.4100478e-08,3.4100478e-08,3.4100478e-08,-1.9456472e-17,-1.9456472e-17,-5.7497384e-07,-5.7497384e-07,-1.0146597e-07,-1.0146597e-07,-5.7497384e-07,-5.7497384e-07,-1.0146597e-07,-1.0146597e-07,1.3558579e-16,1.3558579e-16,1.1100519e-16,1.1100519e-16,-6.7643981e-07,-6.7643981e-07,2.4853915e-16,2.4853915e-16,2.4726838e-07,2.4726838e-07,4.4321911e-17,4.4321911e-17,0.00024600929,0.00024600929,1.0146597e-07,1.0146597e-07,0.00024600929,0.00024600929,1.0146597e-07,1.0146597e-07,0.00024611076,0.00024611076,-1.0271024e-15,-1.0271024e-15,0.00024543432,0.00024543432,0.00024543432,0.00024543432,-1.0146597e-07,-1.0146597e-07,1.1366826e-10,1.1366826e-10,-6.7568605e-18,-6.7568605e-18,5.4539826e-09,5.4539826e-09,-5.3403143e-09,-5.3403143e-09,0.00024612201,0.00024612201,-1.0418828e-15,-1.0418828e-15,0.2634035,0.2634035,-6.6454235e-14,-6.6454235e-14,0.13169895,0.13169895,-3.369889e-14,-3.369889e-14,0.00024543432,0.00024543432,6.7643981e-07,6.7643981e-07,4.9086864e-05,4.9086864e-05,-8.5204481e-17,-8.5204481e-17,3.8491802e-14,3.8491802e-14,-3.8482357e-14,-3.8482357e-14,-1.9525626e-19,-1.9525626e-19,-3.0402378e-17,-3.0402378e-17,-9.2370819e-07,-9.2370819e-07,1.51204e-16,1.51204e-16,-2.4970302e-17,-2.4970302e-17,7.2326842e-17,7.2326842e-17,9.624714e-08,9.624714e-08,3.0139756e-33,3.0139756e-33
0.00024546825,0.00024546825,-0.00024546825,-0.00024546825,1.1563016e-16,1.1563016e-16,9.138237e-16,9.138237e-16,-0.00024546825,-0.00024546825,-7.8636306e-07,-7.8636306e-07,-9.6392674e-08,-9.6392674e-08,-7.1706512e-07,-7.1706512e-07,-9.6392674e-08,-9.6392674e-08,0.00024611087,0.00024611087,-1.0441614e-15,-1.0441614e-15,3.2395454e-08,3.2395454e-08,3.2395454e-08,3.2395454e-08,-1.9456098e-17,-1.9456098e-17,-5.4622515e-07,-5.4622515e-07,-9.6392674e-08,-9.6392674e-08,-5.4622515e-07,-5.4622515e-07,-9.6392674e-08,-9.6392674e-08,1.3612619e-16,1.3612619e-16,1.107558e-16,1.107558e-16,-6.4261782e-07,-6.4261782e-07,2.4883017e-16,2.4883017e-16,2.3490496e-07,2.3490496e-07,4.4614751e-17,4.4614751e-17,0.00024601447,0.00024601447,9.6392673e-08,9.6392673e-08,0.00024601447,0.00024601447,9.6392673e-08,9.6392673e-08,0.00024611087,0.00024611087,-1.0350625e-15,-1.0350625e-15,0.00024546825,0.00024546825,0.00024546825,0.00024546825,-9.6392674e-08,-9.6392674e-08,1.0798485e-10,1.0798485e-10,-6.756616e-18,-6.756616e-18,5.1812834e-09,5.1812834e-09,-5.0732986e-09,-5.0732986e-09,0.00024612156,0.00024612156,-1.0498422e-15,-1.0498422e-15,0.26340325,0.26340325,-6.6954437e-14,-6.6954437e-14,0.13169896,0.13169896,-3.3947988e-14,-3.3947988e-14,0.00024546825,0.00024546825,6.4261782e-07,6.4261782e-07,4.909365e-05,4.909365e-05,-8.6738618e-17,-8.6738618e-17,3.8606589e-14,3.8606589e-14,-3.8597115e-14,-3.8597115e-14,-1.9661423e-19,-1.9661423e-19,-3.0402324e-17,-3.0402324e-17,-8.7752278e-07,-8.7752278e-07,1.5120212e-16,1.5120212e-16,-2.4970225e-17,-2.4970225e-17,7.2326533e-17,7.2326533e-17,9.5284668e-08,9.5284668e-08,3.0137374e-33,3.0137374e-33
