e_slash_star_pie,e_slash_star_lin,lambda_H_pie,lambda_H_lin,lambda_H_slash_star_pie,lambda_H_slash_star_lin,lambda_F_slash_star_pie,lambda_F_slash_star_lin,lambda_F_pie,lambda_F_lin,utility_H_with_delta_pie,utility_H_with_delta_lin,utility_F_with_delta_pie,utility_F_with_delta_lin,utility_H_without_delta_pie,utility_H_without_delta_lin,utility_F_without_delta_pie,utility_F_without_delta_lin,p_H_pie,p_H_lin,p_F_star_pie,p_F_star_lin,i_H_notional_pie,i_H_notional_lin,i_H_pie,i_H_lin,i_F_pie,i_F_lin,c_H_W_pie,c_H_W_lin,c_F_W_pie,c_F_W_lin,c_H_H_pie,c_H_H_lin,c_F_H_pie,c_F_H_lin,c_H_F_pie,c_H_F_lin,c_F_F_pie,c_F_F_lin,y_H_pie,y_H_lin,y_F_pie,y_F_lin,l_H_pie,l_H_lin,l_F_pie,l_F_lin,p_H_W_pie,p_H_W_lin,p_F_W_star_pie,p_F_W_star_lin,p_H_W_bar_pie,p_H_W_bar_lin,p_F_W_star_bar_pie,p_F_W_star_bar_lin,p_H_bar_pie,p_H_bar_lin,p_F_star_bar_pie,p_F_star_bar_lin,p_H_bar_y_H_pie,p_H_bar_y_H_lin,p_H_W_c_H_W_pie,p_H_W_c_H_W_lin,pi_H_pie,pi_H_lin,pi_F_star_pie,pi_F_star_lin,pi_H_W_pie,pi_H_W_lin,pi_F_W_star_pie,pi_F_W_star_lin,p_H_tilde_pie,p_H_tilde_lin,p_F_star_tilde_pie,p_F_star_tilde_lin,v_H_pie,v_H_lin,v_F_pie,v_F_lin,w_H_pie,w_H_lin,w_F_pie,w_F_lin,p_F_bar_pie,p_F_bar_lin,p_H_star_bar_pie,p_H_star_bar_lin,t_H_pie,t_H_lin,t_F_pie,t_F_lin,b_H_pie,b_H_lin,b_F_star_pie,b_F_star_lin,beta_H_pie,beta_H_lin,beta_F_pie,beta_F_lin,a_H_pie,a_H_lin,a_F_pie,a_F_lin,tau_H_pie,tau_H_lin,tau_F_pie,tau_F_lin,Delta_H_pie,Delta_H_lin,Delta_F_pie,Delta_F_lin
8.1982992e-05,8.1982992e-05,-8.1982992e-05,-8.1982992e-05,3.7702317e-15,3.7702317e-15,3.2625692e-15,3.2625692e-15,-8.1982992e-05,-8.1982992e-05,-0.00018276668,-0.00018276668,-2.4541135e-05,-2.4541135e-05,-0.00018256151,-0.00018256151,-2.4541135e-05,-2.4541135e-05,0.00024559056,0.00024559056,-3.5200479e-15,-3.5200479e-15,8.247735e-06,8.247735e-06,8.247735e-06,8.247735e-06,-2.9990541e-17,-2.9990541e-17,-0.00013906643,-0.00013906643,-2.4541135e-05,-2.4541135e-05,-0.00013906643,-0.00013906643,-2.4541135e-05,-2.4541135e-05,-3.2884909e-17,-3.2884909e-17,2.2501199e-16,2.2501199e-16,-0.00016360757,-0.00016360757,1.9635597e-16,1.9635597e-16,5.9805733e-05,5.9805733e-05,2.1962794e-15,2.1962794e-15,0.00022104943,0.00022104943,2.4541135e-05,2.4541135e-05,0.00022104943,0.00022104943,2.4541135e-05,2.4541135e-05,0.00024559056,0.00024559056,-3.5608755e-15,-3.5608755e-15,8.1982992e-05,8.1982992e-05,8.1982992e-05,8.1982992e-05,2.749245e-08,2.749245e-08,4.3043623e-17,4.3043623e-17,1.3191312e-06,1.3191312e-06,-1.2916387e-06,-1.2916387e-06,0.00024831231,0.00024831231,-3.6346073e-15,-3.6346073e-15,0.2646232,0.2646232,-2.2872231e-13,-2.2872231e-13,0.13163413,0.13163413,-1.1415618e-13,-1.1415618e-13,8.1982992e-05,8.1982992e-05,0.00016360757,0.00016360757,1.6396598e-05,1.6396598e-05,-8.5247513e-16,-8.5247513e-16,3.7399599e-15,3.7399599e-15,-3.7396534e-15,-3.7396534e-15,-1.6108255e-18,-1.6108255e-18,9.0946008e-18,9.0946008e-18,-0.0002234133,-0.0002234133,3.3844856e-16,3.3844856e-16,1.0764249e-17,1.0764249e-17,-1.877392e-16,-1.877392e-16,2.8210805e-07,2.8210805e-07,1.220579e-31,1.220579e-31
9.0189488e-05,9.0189488e-05,-9.0189488e-05,-9.0189488e-05,3.8042757e-15,3.8042757e-15,3.297291e-15,3.297291e-15,-9.0189488e-05,-9.0189488e-05,-0.00017363656,-0.00017363656,-2.3314079e-05,-2.3314079e-05,-0.00017343344,-0.00017343344,-2.3314079e-05,-2.3314079e-05,0.00024561668,0.00024561668,-3.5545123e-15,-3.5545123e-15,7.8353482e-06,7.8353482e-06,7.8353482e-06,7.8353482e-06,-2.9972017e-17,-2.9972017e-17,-0.00013211311,-0.00013211311,-2.3314079e-05,-2.3314079e-05,-0.00013211311,-0.00013211311,-2.3314079e-05,-2.3314079e-05,-3.2815439e-17,-3.2815439e-17,2.2479263e-16,2.2479263e-16,-0.00015542719,-0.00015542719,1.9620568e-16,1.9620568e-16,5.6815447e-05,5.6815447e-05,2.1962356e-15,2.1962356e-15,0.0002223026,0.0002223026,2.3314079e-05,2.3314079e-05,0.0002223026,0.0002223026,2.3314079e-05,2.3314079e-05,0.00024561668,0.00024561668,-3.5953362e-15,-3.5953362e-15,9.0189488e-05,9.0189488e-05,9.0189488e-05,9.0189488e-05,2.6117827e-08,2.6117827e-08,4.3054485e-17,4.3054485e-17,1.2531746e-06,1.2531746e-06,-1.2270568e-06,-1.2270568e-06,0.00024820234,0.00024820234,-3.669023e-15,-3.669023e-15,0.26456196,0.26456196,-2.3089268e-13,-2.3089268e-13,0.13163739,0.13163739,-1.1524155e-13,-1.1524155e-13,9.0189488e-05,9.0189488e-05,0.00015542719,0.00015542719,1.8037898e-05,1.8037898e-05,-8.5928675e-16,-8.5928675e-16,3.8054959e-15,3.8054959e-15,-3.8051527e-15,-3.8051527e-15,-1.5725844e-18,-1.5725844e-18,9.0916341e-18,9.0916341e-18,-0.00021224264,-0.00021224264,3.3817674e-16,3.3817674e-16,1.0755034e-17,1.0755034e-17,-1.8762789e-16,-1.8762789e-16,2.7928734e-07,2.7928734e-07,1.2212929e-31,1.2212929e-31
9.798566e-05,9.798566e-05,-9.798566e-05,-9.798566e-05,3.8382248e-15,3.8382248e-15,3.331995e-15,3.331995e-15,-9.798566e-05,-9.798566e-05,-0.00016496285,-0.00016496285,-2.2148375e-05,-2.2148375e-05,-0.00016476177,-0.00016476177,-2.2148375e-05,-2.2148375e-05,0.00024564149,0.00024564149,-3.5889634e-15,-3.5889634e-15,7.4435808e-06,7.4435808e-06,7.4435808e-06,7.4435808e-06,-2.9954344e-17,-2.9954344e-17,-0.00012550746,-0.00012550746,-2.2148375e-05,-2.2148375e-05,-0.00012550746,-0.00012550746,-2.2148375e-05,-2.2148375e-05,-3.2739176e-17,-3.2739176e-17,2.2457725e-16,2.2457725e-16,-0.00014765583,-0.00014765583,1.960662e-16,1.960662e-16,5.3974674e-05,5.3974674e-05,2.1962002e-15,2.1962002e-15,0.00022349312,0.00022349312,2.2148375e-05,2.2148375e-05,0.00022349312,0.00022349312,2.2148375e-05,2.2148375e-05,0.00024564149,0.00024564149,-3.6297838e-15,-3.6297838e-15,9.798566e-05,9.798566e-05,9.798566e-05,9.798566e-05,2.4811936e-08,2.4811936e-08,4.3064854e-17,4.3064854e-17,1.1905159e-06,1.1905159e-06,-1.1657039e-06,-1.1657039e-06,0.00024809787,0.00024809787,-3.7034278e-15,-3.7034278e-15,0.26450378,0.26450378,-2.330623e-13,-2.330623e-13,0.13164048,0.13164048,-1.1632653e-13,-1.1632653e-13,9.798566e-05,9.798566e-05,0.00014765583,0.00014765583,1.9597132e-05,1.9597132e-05,-8.6609912e-16,-8.6609912e-16,3.8712468e-15,3.8712468e-15,-3.8708676e-15,-3.8708676e-15,-1.5351364e-18,-1.5351364e-18,9.0888152e-18,9.0888152e-18,-0.00020163051,-0.00020163051,3.3791558e-16,3.3791558e-16,1.0746279e-17,1.0746279e-17,-1.8752212e-16,-1.8752212e-16,2.764948e-07,2.764948e-07,1.2219756e-31,1.2219756e-31
0.00010539202,0.00010539202,-0.00010539202,-0.00010539202,3.8720654e-15,3.8720654e-15,3.3666818e-15,3.3666818e-15,-0.00010539202,-0.00010539202,-0.00015672275,-0.00015672275,-2.1040956e-05,-2.1040956e-05,-0.00015652368,-0.00015652368,-2.1040956e-05,-2.1040956e-05,0.00024566506,0.00024566506,-3.623402e-15,-3.623402e-15,7.0714018e-06,7.0714018e-06,7.0714018e-06,7.0714018e-06,-2.9937489e-17,-2.9937489e-17,-0.00011923208,-0.00011923208,-2.1040956e-05,-2.1040956e-05,-0.00011923208,-0.00011923208,-2.1040956e-05,-2.1040956e-05,-3.2656288e-17,-3.2656288e-17,2.2436569e-16,2.2436569e-16,-0.00014027304,-0.00014027304,1.9593717e-16,1.9593717e-16,5.1275941e-05,5.1275941e-05,2.1961728e-15,2.1961728e-15,0.00022462411,0.00022462411,2.1040956e-05,2.1040956e-05,0.00022462411,0.00022462411,2.1040956e-05,2.1040956e-05,0.00024566506,0.00024566506,-3.664219e-15,-3.664219e-15,0.00010539202,0.00010539202,0.00010539202,0.00010539202,2.3571339e-08,2.3571339e-08,4.3074749e-17,4.3074749e-17,1.1309901e-06,1.1309901e-06,-1.1074187e-06,-1.1074187e-06,0.00024799863,0.00024799863,-3.7378221e-15,-3.7378221e-15,0.26444852,0.26444852,-2.3523123e-13,-2.3523123e-13,0.13164342,0.13164342,-1.1741113e-13,-1.1741113e-13,0.00010539202,0.00010539202,0.00014027304,0.00014027304,2.1078404e-05,2.1078404e-05,-8.7291214e-16,-8.7291214e-16,3.937208e-15,3.937208e-15,-3.9367931e-15,-3.9367931e-15,-1.4984675e-18,-1.4984675e-18,9.0861366e-18,9.0861366e-18,-0.00019154898,-0.00019154898,3.3766469e-16,3.3766469e-16,1.073796e-17,1.073796e-17,-1.8742162e-16,-1.8742162e-16,2.7373016e-07,2.7373016e-07,1.2226283e-31,1.2226283e-31
0.00011242807,0.00011242807,-0.00011242807,-0.00011242807,3.9059061e-15,3.9059061e-15,3.4013524e-15,3.4013524e-15,-0.00011242807,-0.00011242807,-0.00014889458,-0.00014889458,-1.9988908e-05,-1.9988908e-05,-0.00014869749,-0.00014869749,-1.9988908e-05,-1.9988908e-05,0.00024568746,0.00024568746,-3.6578286e-15,-3.6578286e-15,6.7178317e-06,6.7178317e-06,6.7178317e-06,6.7178317e-06,-2.9921421e-17,-2.9921421e-17,-0.00011327048,-0.00011327048,-1.9988908e-05,-1.9988908e-05,-0.00011327048,-0.00011327048,-1.9988908e-05,-1.9988908e-05,-3.2566937e-17,-3.2566937e-17,2.2415778e-16,2.2415778e-16,-0.00013325939,-0.00013325939,1.9581827e-16,1.9581827e-16,4.8712143e-05,4.8712143e-05,2.1961531e-15,2.1961531e-15,0.00022569855,0.00022569855,1.9988908e-05,1.9988908e-05,0.00022569855,0.00022569855,1.9988908e-05,1.9988908e-05,0.00024568746,0.00024568746,-3.6986424e-15,-3.6986424e-15,0.00011242807,0.00011242807,0.00011242807,0.00011242807,2.2392772e-08,2.2392772e-08,4.3084186e-17,4.3084186e-17,1.0744406e-06,1.0744406e-06,-1.0520478e-06,-1.0520478e-06,0.00024790434,0.00024790434,-3.7722066e-15,-3.7722066e-15,0.26439601,0.26439601,-2.3739949e-13,-2.3739949e-13,0.13164621,0.13164621,-1.1849537e-13,-1.1849537e-13,0.00011242807,0.00011242807,0.00013325939,0.00013325939,2.2485613e-05,2.2485613e-05,-8.7972575e-16,-8.7972575e-16,4.0033746e-15,4.0033746e-15,-4.0029245e-15,-4.0029245e-15,-1.4625641e-18,-1.4625641e-18,9.0835914e-18,9.0835914e-18,-0.00018197153,-0.00018197153,3.374237e-16,3.374237e-16,1.0730055e-17,1.0730055e-17,-1.8732613e-16,-1.8732613e-16,2.7099313e-07,2.7099313e-07,1.223252e-31,1.223252e-31
0.00011911231,0.00011911231,-0.00011911231,-0.00011911231,3.9396654e-15,3.9396654e-15,3.4360075e-15,3.4360075e-15,-0.00011911231,-0.00011911231,-0.00014145773,-0.00014145773,-1.8989463e-05,-1.8989463e-05,-0.00014126262,-0.00014126262,-1.8989463e-05,-1.8989463e-05,0.00024570873,0.00024570873,-3.6922437e-15,-3.6922437e-15,6.3819401e-06,6.3819401e-06,6.3819401e-06,6.3819401e-06,-2.9906108e-17,-2.9906108e-17,-0.00010760696,-0.00010760696,-1.8989463e-05,-1.8989463e-05,-0.00010760696,-0.00010760696,-1.8989463e-05,-1.8989463e-05,-3.2471281e-17,-3.2471281e-17,2.2395335e-16,2.2395335e-16,-0.00012659642,-0.00012659642,1.9570918e-16,1.9570918e-16,4.6276536e-05,4.6276536e-05,2.1961408e-15,2.1961408e-15,0.00022671927,0.00022671927,1.8989463e-05,1.8989463e-05,0.00022671927,0.00022671927,1.8989463e-05,1.8989463e-05,0.00024570873,0.00024570873,-3.7330545e-15,-3.7330545e-15,0.00011911231,0.00011911231,0.00011911231,0.00011911231,2.1273134e-08,2.1273134e-08,4.3093182e-17,4.3093182e-17,1.0207185e-06,1.0207185e-06,-9.9944541e-07,-9.9944541e-07,0.00024781477,0.00024781477,-3.8065816e-15,-3.8065816e-15,0.26434613,0.26434613,-2.3956711e-13,-2.3956711e-13,0.13164886,0.13164886,-1.1957926e-13,-1.1957926e-13,0.00011911231,0.00011911231,0.00012659642,0.00012659642,2.3822462e-05,2.3822462e-05,-8.8653986e-16,-8.8653986e-16,4.0697419e-15,4.0697419e-15,-4.0692572e-15,-4.0692572e-15,-1.4274123e-18,-1.4274123e-18,9.0811731e-18,9.0811731e-18,-0.00017287296,-0.00017287296,3.3719224e-16,3.3719224e-16,1.0722545e-17,1.0722545e-17,-1.8723539e-16,-1.8723539e-16,2.6828344e-07,2.6828344e-07,1.2238477e-31,1.2238477e-31
0.00012546234,0.00012546234,-0.00012546234,-0.00012546234,3.9733299e-15,3.9733299e-15,3.4706478e-15,3.4706478e-15,-0.00012546234,-0.00012546234,-0.00013439265,-0.00013439265,-1.803999e-05,-1.803999e-05,-0.00013419949,-0.00013419949,-1.803999e-05,-1.803999e-05,0.00024572894,0.00024572894,-3.726648e-15,-3.726648e-15,6.0628431e-06,6.0628431e-06,6.0628431e-06,6.0628431e-06,-2.9891522e-17,-2.9891522e-17,-0.00010222661,-0.00010222661,-1.803999e-05,-1.803999e-05,-0.00010222661,-0.00010222661,-1.803999e-05,-1.803999e-05,-3.2369475e-17,-3.2369475e-17,2.2375226e-16,2.2375226e-16,-0.0001202666,-0.0001202666,1.9560959e-16,1.9560959e-16,4.396271e-05,4.396271e-05,2.1961356e-15,2.1961356e-15,0.00022768895,0.00022768895,1.803999e-05,1.803999e-05,0.00022768895,0.00022768895,1.803999e-05,1.803999e-05,0.00024572894,0.00024572894,-3.7674559e-15,-3.7674559e-15,0.00012546234,0.00012546234,0.00012546234,0.00012546234,2.0209477e-08,2.0209477e-08,4.3101755e-17,4.3101755e-17,9.6968262e-07,9.6968262e-07,-9.4947314e-07,-9.4947314e-07,0.00024772968,0.00024772968,-3.8409476e-15,-3.8409476e-15,0.26429875,0.26429875,-2.4173412e-13,-2.4173412e-13,0.13165137,0.13165137,-1.2066283e-13,-1.2066283e-13,0.00012546234,0.00012546234,0.0001202666,0.0001202666,2.5092468e-05,2.5092468e-05,-8.9335442e-16,-8.9335442e-16,4.1363054e-15,4.1363054e-15,-4.1357865e-15,-4.1357865e-15,-1.3929985e-18,-1.3929985e-18,9.0788752e-18,9.0788752e-18,-0.00016422931,-0.00016422931,3.3696996e-16,3.3696996e-16,1.0715409e-17,1.0715409e-17,-1.8714918e-16,-1.8714918e-16,2.6560083e-07,2.6560083e-07,1.2244164e-31,1.2244164e-31
0.00013149487,0.00013149487,-0.00013149487,-0.00013149487,4.0070486e-15,4.0070486e-15,3.505274e-15,3.505274e-15,-0.00013149487,-0.00013149487,-0.00012768075,-0.00012768075,-1.713799e-05,-1.713799e-05,-0.00012748951,-0.00012748951,-1.713799e-05,-1.713799e-05,0.00024574814,0.00024574814,-3.7610418e-15,-3.7610418e-15,5.759701e-06,5.759701e-06,5.759701e-06,5.759701e-06,-2.9877634e-17,-2.9877634e-17,-9.7115278e-05,-9.7115278e-05,-1.713799e-05,-1.713799e-05,-9.7115278e-05,-9.7115278e-05,-1.713799e-05,-1.713799e-05,-3.226167e-17,-3.226167e-17,2.2355434e-16,2.2355434e-16,-0.00011425327,-0.00011425327,1.9551919e-16,1.9551919e-16,4.1764574e-05,4.1764574e-05,2.1961371e-15,2.1961371e-15,0.00022861015,0.00022861015,1.713799e-05,1.713799e-05,0.00022861015,0.00022861015,1.713799e-05,1.713799e-05,0.00024574814,0.00024574814,-3.801847e-15,-3.801847e-15,0.00013149487,0.00013149487,0.00013149487,0.00013149487,1.9199003e-08,1.9199003e-08,4.3109921e-17,4.3109921e-17,9.2119849e-07,9.2119849e-07,-9.0199948e-07,-9.0199948e-07,0.00024764884,0.00024764884,-3.8753052e-15,-3.8753052e-15,0.26425373,0.26425373,-2.4390056e-13,-2.4390056e-13,0.13165377,0.13165377,-1.2174608e-13,-1.2174608e-13,0.00013149487,0.00013149487,0.00011425327,0.00011425327,2.6298974e-05,2.6298974e-05,-9.0016937e-16,-9.0016937e-16,4.2030607e-15,4.2030607e-15,-4.2025081e-15,-4.2025081e-15,-1.3593094e-18,-1.3593094e-18,9.0766918e-18,9.0766918e-18,-0.00015601784,-0.00015601784,3.3675653e-16,3.3675653e-16,1.0708628e-17,1.0708628e-17,-1.8706727e-16,-1.8706727e-16,2.6294502e-07,2.6294502e-07,1.2249591e-31,1.2249591e-31
0.00013722577,0.00013722577,-0.00013722577,-0.00013722577,4.0406589e-15,4.0406589e-15,3.5398869e-15,3.5398869e-15,-0.00013722577,-0.00013722577,-0.00012130436,-0.00012130436,-1.6281091e-05,-1.6281091e-05,-0.00012111504,-0.00012111504,-1.6281091e-05,-1.6281091e-05,0.00024576638,0.00024576638,-3.7954258e-15,-3.7954258e-15,5.4717159e-06,5.4717159e-06,5.4717159e-06,5.4717159e-06,-2.9864415e-17,-2.9864415e-17,-9.2259514e-05,-9.2259514e-05,-1.6281091e-05,-1.6281091e-05,-9.2259514e-05,-9.2259514e-05,-1.6281091e-05,-1.6281091e-05,-3.2148015e-17,-3.2148015e-17,2.2335946e-16,2.2335946e-16,-0.0001085406,-0.0001085406,1.9543769e-16,1.9543769e-16,3.9676345e-05,3.9676345e-05,2.196145e-15,2.196145e-15,0.00022948529,0.00022948529,1.6281091e-05,1.6281091e-05,0.00022948529,0.00022948529,1.6281091e-05,1.6281091e-05,0.00024576638,0.00024576638,-3.8362284e-15,-3.8362284e-15,0.00013722577,0.00013722577,0.00013722577,0.00013722577,1.8239053e-08,1.8239053e-08,4.3117695e-17,4.3117695e-17,8.7513856e-07,8.7513856e-07,-8.5689951e-07,-8.5689951e-07,0.00024757204,0.00024757204,-3.9096546e-15,-3.9096546e-15,0.26421097,0.26421097,-2.4606644e-13,-2.4606644e-13,0.13165604,0.13165604,-1.2282904e-13,-1.2282904e-13,0.00013722577,0.00013722577,0.0001085406,0.0001085406,2.7445154e-05,2.7445154e-05,-9.0698465e-16,-9.0698465e-16,4.2700033e-15,4.2700033e-15,-4.2694175e-15,-4.2694175e-15,-1.3263316e-18,-1.3263316e-18,9.0746173e-18,9.0746173e-18,-0.00014821695,-0.00014821695,3.3655161e-16,3.3655161e-16,1.0702186e-17,1.0702186e-17,-1.8698944e-16,-1.8698944e-16,2.6031575e-07,2.6031575e-07,1.2254767e-31,1.2254767e-31
0.00014267013,0.00014267013,-0.00014267013,-0.00014267013,4.0742149e-15,4.0742149e-15,3.5744869e-15,3.5744869e-15,-0.00014267013,-0.00014267013,-0.00011524671,-0.00011524671,-1.5467036e-05,-1.5467036e-05,-0.00011505929,-0.00011505929,-1.5467036e-05,-1.5467036e-05,0.0002457837,0.0002457837,-3.8298005e-15,-3.8298005e-15,5.1981301e-06,5.1981301e-06,5.1981301e-06,5.1981301e-06,-2.985184e-17,-2.985184e-17,-8.7646538e-05,-8.7646538e-05,-1.5467036e-05,-1.5467036e-05,-8.7646538e-05,-8.7646538e-05,-1.5467036e-05,-1.5467036e-05,-3.2028651e-17,-3.2028651e-17,2.2316747e-16,2.2316747e-16,-0.00010311357,-0.00010311357,1.953648e-16,1.953648e-16,3.7692528e-05,3.7692528e-05,2.1961591e-15,2.1961591e-15,0.00023031667,0.00023031667,1.5467036e-05,1.5467036e-05,0.00023031667,0.00023031667,1.5467036e-05,1.5467036e-05,0.0002457837,0.0002457837,-3.8706006e-15,-3.8706006e-15,0.00014267013,0.00014267013,0.00014267013,0.00014267013,1.73271e-08,1.73271e-08,4.3125092e-17,4.3125092e-17,8.3138163e-07,8.3138163e-07,-8.1405453e-07,-8.1405453e-07,0.00024749909,0.00024749909,-3.9439963e-15,-3.9439963e-15,0.26417034,0.26417034,-2.4823181e-13,-2.4823181e-13,0.1316582,0.1316582,-1.2391171e-13,-1.2391171e-13,0.00014267013,0.00014267013,0.00010311357,0.00010311357,2.8534026e-05,2.8534026e-05,-9.138002e-16,-9.138002e-16,4.3371292e-15,4.3371292e-15,-4.3365105e-15,-4.3365105e-15,-1.2940519e-18,-1.2940519e-18,9.0726462e-18,9.0726462e-18,-0.0001408061,-0.0001408061,3.3635488e-16,3.3635488e-16,1.0696065e-17,1.0696065e-17,-1.8691549e-16,-1.8691549e-16,2.5771276e-07,2.5771276e-07,1.2259701e-31,1.2259701e-31
0.00014784227,0.00014784227,-0.00014784227,-0.00014784227,4.1078523e-15,4.1078523e-15,3.6090748e-15,3.6090748e-15,-0.00014784227,-0.00014784227,-0.00010949187,-0.00010949187,-1.4693684e-05,-1.4693684e-05,-0.00010930632,-0.00010930632,-1.4693684e-05,-1.4693684e-05,0.00024580016,0.00024580016,-3.8641662e-15,-3.8641662e-15,4.9382236e-06,4.9382236e-06,4.9382236e-06,4.9382236e-06,-2.9839881e-17,-2.9839881e-17,-8.3264211e-05,-8.3264211e-05,-1.4693684e-05,-1.4693684e-05,-8.3264211e-05,-8.3264211e-05,-1.4693684e-05,-1.4693684e-05,-3.1903721e-17,-3.1903721e-17,2.2297823e-16,2.2297823e-16,-9.7957896e-05,-9.7957896e-05,1.9530024e-16,1.9530024e-16,3.5807902e-05,3.5807902e-05,2.1961792e-15,2.1961792e-15,0.00023110648,0.00023110648,1.4693684e-05,1.4693684e-05,0.00023110648,0.00023110648,1.4693684e-05,1.4693684e-05,0.00024580016,0.00024580016,-3.9049639e-15,-3.9049639e-15,0.00014784227,0.00014784227,0.00014784227,0.00014784227,1.6460745e-08,1.6460745e-08,4.3132127e-17,4.3132127e-17,7.8981255e-07,7.8981255e-07,-7.7335181e-07,-7.7335181e-07,0.00024742978,0.00024742978,-3.9783308e-15,-3.9783308e-15,0.26413175,0.26413175,-2.5039668e-13,-2.5039668e-13,0.13166025,0.13166025,-1.2499411e-13,-1.2499411e-13,0.00014784227,0.00014784227,9.7957896e-05,9.7957896e-05,2.9568454e-05,2.9568454e-05,-9.20616e-16,-9.20616e-16,4.404434e-15,4.404434e-15,-4.4037829e-15,-4.4037829e-15,-1.2624573e-18,-1.2624573e-18,9.0707734e-18,9.0707734e-18,-0.0001337658,-0.0001337658,3.3616605e-16,3.3616605e-16,1.069025e-17,1.069025e-17,-1.8684524e-16,-1.8684524e-16,2.5513578e-07,2.5513578e-07,1.2264404e-31,1.2264404e-31
0.0001527558,0.0001527558,-0.0001527558,-0.0001527558,4.1412186e-15,4.1412186e-15,3.6436512e-15,3.6436512e-15,-0.0001527558,-0.0001527558,-0.0001040247,-0.0001040247,-1.3959e-05,-1.3959e-05,-0.00010384101,-0.00010384101,-1.3959e-05,-1.3959e-05,0.0002458158,0.0002458158,-3.8985234e-15,-3.8985234e-15,4.6913124e-06,4.6913124e-06,4.6913124e-06,4.6913124e-06,-2.9828514e-17,-2.9828514e-17,-7.9101001e-05,-7.9101001e-05,-1.3959e-05,-1.3959e-05,-7.9101001e-05,-7.9101001e-05,-1.3959e-05,-1.3959e-05,-3.1773362e-17,-3.1773362e-17,2.2279161e-16,2.2279161e-16,-9.3060001e-05,-9.3060001e-05,1.9524375e-16,1.9524375e-16,3.4017507e-05,3.4017507e-05,2.196205e-15,2.196205e-15,0.0002318568,0.0002318568,1.3959e-05,1.3959e-05,0.0002318568,0.0002318568,1.3959e-05,1.3959e-05,0.0002458158,0.0002458158,-3.9393189e-15,-3.9393189e-15,0.0001527558,0.0001527558,0.0001527558,0.0001527558,1.5637708e-08,1.5637708e-08,4.3138815e-17,4.3138815e-17,7.5032192e-07,7.5032192e-07,-7.3468422e-07,-7.3468422e-07,0.00024736393,0.00024736393,-4.0126583e-15,-4.0126583e-15,0.26409508,0.26409508,-2.5256108e-13,-2.5256108e-13,0.1316622,0.1316622,-1.2607626e-13,-1.2607626e-13,0.0001527558,0.0001527558,9.3060001e-05,9.3060001e-05,3.055116e-05,3.055116e-05,-9.2743199e-16,-9.2743199e-16,4.4719137e-15,4.4719137e-15,-4.4712307e-15,-4.4712307e-15,-1.2315349e-18,-1.2315349e-18,9.068994e-18,9.068994e-18,-0.00012707751,-0.00012707751,3.3598481e-16,3.3598481e-16,1.0684725e-17,1.0684725e-17,-1.8677848e-16,-1.8677848e-16,2.5258455e-07,2.5258455e-07,1.2268882e-31,1.2268882e-31
0.00015742366,0.00015742366,-0.00015742366,-0.00015742366,4.1747205e-15,4.1747205e-15,3.6782166e-15,3.6782166e-15,-0.00015742366,-0.00015742366,-9.8830816e-05,-9.8830816e-05,-1.326105e-05,-1.326105e-05,-9.8648955e-05,-9.8648955e-05,-1.326105e-05,-1.326105e-05,0.00024583066,0.00024583066,-3.9328725e-15,-3.9328725e-15,4.4567468e-06,4.4567468e-06,4.4567468e-06,4.4567468e-06,-2.9817714e-17,-2.9817714e-17,-7.5145951e-05,-7.5145951e-05,-1.326105e-05,-1.326105e-05,-7.5145951e-05,-7.5145951e-05,-1.326105e-05,-1.326105e-05,-3.1637707e-17,-3.1637707e-17,2.2260749e-16,2.2260749e-16,-8.8407001e-05,-8.8407001e-05,1.9519507e-16,1.9519507e-16,3.2316631e-05,3.2316631e-05,2.1962362e-15,2.1962362e-15,0.00023256961,0.00023256961,1.326105e-05,1.326105e-05,0.00023256961,0.00023256961,1.326105e-05,1.326105e-05,0.00024583066,0.00024583066,-3.9736659e-15,-3.9736659e-15,0.00015742366,0.00015742366,0.00015742366,0.00015742366,1.4855823e-08,1.4855823e-08,4.3145169e-17,4.3145169e-17,7.1280583e-07,7.1280583e-07,-6.9795001e-07,-6.9795001e-07,0.00024730138,0.00024730138,-4.0469792e-15,-4.0469792e-15,0.26406025,0.26406025,-2.5472503e-13,-2.5472503e-13,0.13166405,0.13166405,-1.2715816e-13,-1.2715816e-13,0.00015742366,0.00015742366,8.8407001e-05,8.8407001e-05,3.1484731e-05,3.1484731e-05,-9.3424814e-16,-9.3424814e-16,4.5395643e-15,4.5395643e-15,-4.5388498e-15,-4.5388498e-15,-1.2012719e-18,-1.2012719e-18,9.0673033e-18,9.0673033e-18,-0.00012072363,-0.00012072363,3.3581087e-16,3.3581087e-16,1.0679475e-17,1.0679475e-17,-1.8671506e-16,-1.8671506e-16,2.5005883e-07,2.5005883e-07,1.2273146e-31,1.2273146e-31
